,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
9244,17,2013-04-14,82,57,70,M,48,57,0, 5,-,-,Not_MO,0.0,  T,28.94,29.63, 8.8,17,11.3
9245,18,2013-04-14,83,58,71, 5,57,63,0, 6,0559,1856,MO,0.0,0.00,29.11,29.64,14.3,17,14.6
9246,19,2013-04-14,49,30,40,-5,34,37,25, 0,0512,1831,Not_MO,0.2,0.05,29.09,29.88, 9.6,11,10.9
9247,20,2013-04-14,81,57,69,M,58,62,0, 4,-,-,MO,0.0,0.00,28.92,29.64,10.3,16,10.5
9248,1,2013-04-15,58,32,45,M,31,40,20, 0,-,-,MO,M,0.00,30.17,30.35, 2.5,13,3.8
9249,2,2013-04-15,56,33,45, 0,28,38,20, 0,0507,1829,MO,0.0,0.00,29.20,30.33, 2.2,19,7.0
9250,3,2013-04-15,74,52,63, 2,44,52,2, 0,0551,1856,MO,0.0,  T,29.05,29.74,12.9,02,13.4
9251,4,2013-04-15,88,70,79,10,65,69,0,14,0604,1858,Not_MO,0.0,0.00,29.06,29.73, 7.0,16,8.8
9252,5,2013-04-15,M,M,M,M,M,M,M,M,0504,1826,MO,M,M,M,M,M,M,M
9253,6,2013-04-15,88,69,79,12,66,69,0,14,0604,1857,Not_MO,0.0,0.00,29.23,29.73,12.4,17,13.0
9254,7,2013-04-15,74,53,64,M,39,51,1, 0,-,-,MO,0.0,0.00,28.36,29.70,13.2,04,14.5
9255,8,2013-04-15,86,73,80,M,69,72,0,15,-,-,Not_MO,M,0.00,29.41,M, 8.4,17,9.0
9256,9,2013-04-15,39,33,36,M,27,32,29, 0,-,-,MO,M,0.00,29.03,29.78,12.9,23,14.1
9257,10,2013-04-15,83,62,73,M,63,66,0, 8,0600,1854,MO,M,0.26,29.95,30.00, 3.7,05,5.9
9258,11,2013-04-15,84,62,73, 6,63,65,0, 8,0560,1854,Not_MO,0.0,0.00,29.95,30.01, 2.6,05,5.2
9259,12,2013-04-15,83,60,72,M,62,65,0, 7,-,-,Not_MO,0.0,0.00,29.93,30.02, 3.2,03,5.4
9260,13,2013-04-15,37,22,30,M,22,26,35, 0,-,-,Not_MO,M,0.16,24.05,29.87, 2.1,30,9.9
9261,14,2013-04-15,77,54,66, 6,42,53,0, 1,0558,1902,MO,0.0,0.00,28.35,29.69,13.0,04,14.5
9262,15,2013-04-15,59,25,42,-2,29,37,23, 0,0505,1828,MO,0.0,0.00,29.93,30.33, 1.9,16,3.1
9263,16,2013-04-15,52,29,41,M,32,39,24, 0,-,-,MO,M,0.00,30.21,30.33, 5.4,13,7.7
9264,17,2013-04-15,75,53,64,M,44,53,1, 0,-,-,Not_MO,0.0,0.01,29.10,29.77,12.0,03,12.2
9265,18,2013-04-15,89,70,80,14,64,69,0,15,0558,1857,MO,0.0,0.00,29.20,29.68,16.1,17,16.3
9266,19,2013-04-15,62,42,52, 7,45,48,13, 0,0510,1833,Not_MO,0.0,0.27,29.09,29.83,10.8,23,12.6
9267,20,2013-04-15,86,69,78,M,64,68,0,13,-,-,MO,0.0,0.00,29.00,29.68,12.4,17,12.7
9268,1,2013-04-16,67,40,54,M,41,48,11, 0,-,-,Not_MO,M,  T,30.11,30.24, 9.4,21,9.8
9269,2,2013-04-16,63,36,50, 5,41,46,15, 0,0506,1830,Not_MO,0.0,0.02,29.17,30.25,14.9,21,15.0
9270,3,2013-04-16,57,50,54,-7,46,49,11, 0,0549,1857,Not_MO,0.0,  T,29.21,29.91, 9.8,02,10.2
9271,4,2013-04-16,85,70,78, 9,66,70,0,13,0603,1859,Not_MO,0.0,  T,29.15,29.81, 7.9,15,9.4
9272,5,2013-04-16,M,M,M,M,M,M,M,M,0503,1827,MO,M,M,M,M,M,M,M
9273,6,2013-04-16,85,65,75, 8,67,70,0,10,0603,1858,Not_MO,0.0,  T,29.31,29.81,11.0,15,11.3
9274,7,2013-04-16,54,49,52,M,43,47,13, 0,-,-,Not_MO,0.0,0.00,28.54,29.89,10.9,03,11.3
9275,8,2013-04-16,88,71,80,M,70,73,0,15,-,-,Not_MO,M,0.00,29.50,M, 8.5,14,8.7
9276,9,2013-04-16,46,34,40,M,26,34,25, 0,-,-,MO,M,0.00,29.47,30.20, 6.2,30,7.4
9277,10,2013-04-16,81,65,73,M,65,67,0, 8,0559,1855,Not_MO,M,0.00,30.12,30.16, 7.0,06,7.2
9278,11,2013-04-16,81,62,72, 5,65,67,0, 7,0559,1855,Not_MO,0.0,0.00,30.12,30.17, 6.7,07,7.1
9279,12,2013-04-16,80,65,73,M,65,67,0, 8,-,-,Not_MO,0.0,0.00,30.12,30.17, 7.1,06,M
9280,13,2013-04-16,44,22,33,M,26,29,32, 0,-,-,Not_MO,M,0.01,24.08,29.96, 5.8,17,14.3
9281,14,2013-04-16,54,50,52,-8,45,49,13, 0,0557,1903,MO,0.0,0.00,28.51,29.87,10.7,03,11.1
9282,15,2013-04-16,68,37,53, 8,41,47,12, 0,0503,1830,Not_MO,0.0,  T,29.85,30.20, 9.6,19,11.1
9283,16,2013-04-16,66,39,53,M,40,47,12, 0,-,-,Not_MO,M,  T,30.16,30.23,11.3,20,12.0
9284,17,2013-04-16,59,51,55,M,46,50,10, 0,-,-,MO,0.0,0.00,29.26,29.93, 9.0,02,9.2
9285,18,2013-04-16,89,73,81,14,65,70,0,16,0557,1857,Not_MO,0.0,0.00,29.33,29.81,15.7,16,16.4
9286,19,2013-04-16,54,36,45, 0,33,39,20, 0,0509,1834,MO,0.0,  T,29.44,30.16, 2.0,32,7.0
9287,20,2013-04-16,87,72,80,M,65,69,0,15,-,-,Not_MO,0.0,0.00,29.13,29.81,11.9,16,12.1
9288,1,2013-04-17,66,46,56,M,32,46,9, 0,-,-,MO,M,0.00,30.01,30.21, 7.8,31,9.5
9289,2,2013-04-17,63,47,55,10,31,44,10, 0,0504,1831,MO,0.0,0.02,29.08,30.21, 7.6,32,9.7
9290,3,2013-04-17,82,51,67, 6,60,63,0, 2,0548,1858,Not_MO,0.0,0.64,28.97,29.72, 9.1,17,12.7
9291,4,2013-04-17,85,73,79, 9,69,71,0,14,0602,1859,Not_MO,0.0,0.01,29.07,29.75, 8.9,15,9.8
9292,5,2013-04-17,M,M,M,M,M,M,M,M,0501,1828,MO,M,M,M,M,M,M,M
9293,6,2013-04-17,84,73,79,11,69,72,0,14,0602,1859,Not_MO,0.0,  T,29.23,29.75,14.2,15,14.4
9294,7,2013-04-17,78,45,62,M,52,54,3, 0,-,-,Not_MO,0.0,1.50,28.34,29.72, 0.3,06,11.7
9295,8,2013-04-17,84,75,80,M,71,74,0,15,-,-,Not_MO,M,0.00,29.45,M,10.9,15,10.9
9296,9,2013-04-17,42,35,39,M,29,35,26, 0,-,-,Not_MO,M,0.19,29.33,30.15, 7.7,06,8.3
9297,10,2013-04-17,77,66,72,M,65,67,0, 7,0558,1855,MO,M,0.00,30.12,30.14, 6.4,04,7.0
9298,11,2013-04-17,78,59,69, 2,M,M,0, 4,0558,1856,Not_MO,0.0,0.00,30.12,M,M,M,5.4
9299,12,2013-04-17,77,64,71,M,65,67,0, 6,-,-,Not_MO,0.0,0.00,30.11,30.15, 5.3,06,5.5
9300,13,2013-04-17,30,17,24,M,23,24,41, 0,-,-,Not_MO,M,0.11,24.16,30.05, 9.6,36,11.5
9301,14,2013-04-17,77,46,62, 2,56,58,3, 0,0556,1904,Not_MO,0.0,2.42,28.32,29.70, 2.6,16,15.9
9302,15,2013-04-17,64,35,50, 5,30,43,15, 0,0501,1831,MO,0.0,0.00,29.79,30.21, 8.3,32,9.2
9303,16,2013-04-17,66,41,54,M,33,46,11, 0,-,-,MO,M,  T,30.03,30.17, 7.4,31,9.6
9304,17,2013-04-17,82,52,67,M,60,64,0, 2,-,-,Not_MO,0.0,0.88,29.03,29.75, 8.0,17,10.7
9305,18,2013-04-17,87,74,81,14,67,71,0,16,0556,1858,MO,0.0,0.00,29.21,29.74,20.1,16,20.3
9306,19,2013-04-17,44,37,41,-5,37,39,24, 0,0507,1835,Not_MO,0.0,1.05,29.34,30.15,12.2,06,12.9
9307,20,2013-04-17,84,72,78,M,67,71,0,13,-,-,Not_MO,0.0,0.01,29.02,29.73,16.0,15,16.1
9308,1,2013-04-18,61,36,49,M,31,43,16, 0,-,-,MO,M,0.00,30.19,30.33, 3.7,16,6.5
9309,2,2013-04-18,59,41,50, 4,31,42,15, 0,0503,1832,Not_MO,0.0,0.00,29.21,30.30, 6.0,18,10.4
9310,3,2013-04-18,69,39,54,-8,36,41,11, 0,0547,1859,Not_MO,0.0,0.22,29.21,29.89,16.6,31,18.3
9311,4,2013-04-18,75,50,63,-7,50,56,2, 0,0601,1860,Not_MO,0.0,0.36,29.21,29.88, 4.8,35,9.9
9312,5,2013-04-18,M,M,M,M,M,M,M,M,0460,1829,MO,M,M,M,M,M,M,M
9313,6,2013-04-18,76,52,64,-4,51,57,1, 0,0601,1859,Not_MO,0.0,0.36,29.38,29.87, 9.4,35,15.7
9314,7,2013-04-18,46,34,40,M,30,36,25, 0,-,-,Not_MO,0.0,0.03,28.63,29.99,17.6,34,17.9
9315,8,2013-04-18,76,53,65,M,55,59,0, 0,-,-,Not_MO,M,0.26,29.49,M, 6.2,36,12.4
9316,9,2013-04-18,35,32,34,M,30,M,31, 0,-,-,Not_MO,M,0.50,28.84,29.68,13.2,34,14.4
9317,10,2013-04-18,84,67,76,M,66,69,0,11,0557,1856,Not_MO,M,0.00,30.01,30.03, 5.5,12,6.6
9318,11,2013-04-18,84,61,73, 6,65,68,0, 8,0557,1856,Not_MO,0.0,0.00,30.01,30.04, 5.4,12,6.2
9319,12,2013-04-18,83,63,73,M,65,68,0, 8,-,-,Not_MO,0.0,0.00,30.01,30.04, 6.0,13,6.3
9320,13,2013-04-18,34,8,21,M,12,20,44, 0,-,-,MO,M,0.00,24.26,30.23, 2.3,35,6.0
9321,14,2013-04-18,47,36,42,-18,32,38,23, 0,0555,1905,Not_MO,0.0,  T,28.61,29.97,21.2,33,21.5
9322,15,2013-04-18,63,28,46, 0,29,40,19, 0,0460,1832,MO,0.0,0.00,29.94,30.30, 6.9,15,7.2
9323,16,2013-04-18,56,39,48,M,34,43,17, 0,-,-,MO,M,0.00,30.22,30.31, 9.1,15,11.0
9324,17,2013-04-18,66,39,53,M,34,40,12, 0,-,-,Not_MO,0.0,0.94,29.28,29.93, 7.0,31,8.8
9325,18,2013-04-18,77,46,62,-5,42,49,3, 0,0555,1859,Not_MO,0.0,1.22,29.44,29.92,11.4,33,17.1
9326,19,2013-04-18,54,39,47, 1,41,M,18, 0,0506,1836,Not_MO,0.0,1.57,28.76,29.58, 1.4,23,9.0
9327,20,2013-04-18,75,42,59,M,43,48,6, 0,-,-,Not_MO,0.0,1.28,29.24,29.91,11.9,32,16.4
9328,1,2013-04-19,78,54,66,M,56,60,0, 1,-,-,Not_MO,M,0.04,29.75,29.87,12.8,20,13.2
9329,2,2013-04-19,70,48,59,13,57,58,6, 0,0501,1833,Not_MO,0.0,0.08,28.83,29.87,17.6,21,17.5
9330,3,2013-04-19,63,34,49,-13,30,41,16, 0,0545,1860,MO,0.0,0.00,29.37,30.08, 9.3,28,10.3
9331,4,2013-04-19,69,45,57,-13,29,45,8, 0,0560,1900,MO,0.0,0.00,29.52,30.21, 4.9,36,6.5
9332,5,2013-04-19,M,M,M,M,M,M,M,M,0458,1830,MO,M,M,M,M,M,M,M
9333,6,2013-04-19,69,40,55,-13,34,46,10, 0,0560,1860,MO,0.0,0.00,29.68,30.20, 9.6,35,10.0
9334,7,2013-04-19,63,33,48,M,27,39,17, 0,-,-,MO,0.0,0.00,28.74,30.12, 8.0,28,11.2
9335,8,2013-04-19,68,46,57,M,38,48,8, 0,-,-,MO,M,0.00,29.85,M, 7.9,35,8.6
9336,9,2013-04-19,38,27,33,M,22,29,32, 0,-,-,Not_MO,M,  T,29.01,29.74,17.1,32,17.3
9337,10,2013-04-19,88,62,75,M,68,71,0,10,0556,1857,Not_MO,M,0.16,29.93,29.96, 9.7,19,12.4
9338,11,2013-04-19,89,61,75, 8,67,70,0,10,0555,1857,Not_MO,0.0,0.15,29.92,29.96, 7.5,20,11.0
9339,12,2013-04-19,91,63,77,M,68,71,0,12,-,-,Not_MO,0.0,0.39,29.92,29.96, 7.7,20,11.0
9340,13,2013-04-19,53,24,39,M,17,31,26, 0,-,-,MO,M,0.00,24.21,30.05, 4.0,23,6.2
9341,14,2013-04-19,64,33,49,-12,29,40,16, 0,0553,1906,MO,0.0,0.00,28.73,30.12, 8.0,29,11.2
9342,15,2013-04-19,75,50,63,17,54,58,2, 0,0458,1833,Not_MO,0.0,0.08,29.51,29.82,10.2,18,11.0
9343,16,2013-04-19,75,50,63,M,56,59,2, 0,-,-,Not_MO,M,  T,29.80,29.85,13.6,20,13.9
9344,17,2013-04-19,63,34,49,M,30,41,16, 0,-,-,MO,0.0,0.00,29.44,30.10, 3.3,28,5.6
9345,18,2013-04-19,65,42,54,-13,30,44,11, 0,0553,1860,MO,0.0,0.00,29.68,30.18, 5.8,33,8.9
9346,19,2013-04-19,41,31,36,-10,27,33,29, 0,0504,1837,Not_MO,0.2,  T,28.89,29.60,15.9,26,17.1
9347,20,2013-04-19,63,38,51,M,31,43,14, 0,-,-,MO,0.0,0.00,29.47,30.17, 7.4,31,9.0
9348,1,2013-04-20,68,41,55,M,35,46,10, 0,-,-,Not_MO,M,0.40,29.67,29.89,11.7,28,12.9
9349,2,2013-04-20,64,37,M,M,33,41,M,M,0459,1834,Not_MO,0.0,0.42,28.75,29.91,14.2,29,15.1
9350,3,2013-04-20,72,40,56,-6,36,47,9, 0,0544,1901,MO,0.0,0.00,29.37,30.09, 7.7,15,8.7
9351,4,2013-04-20,73,41,57,-13,34,47,8, 0,0559,1901,MO,0.0,0.00,29.41,30.14, 4.8,15,5.8
9352,5,2013-04-20,M,M,M,M,M,M,M,M,0457,1831,MO,M,M,M,M,M,M,M
9353,6,2013-04-20,72,33,53,-15,36,47,12, 0,0559,1901,MO,0.0,0.00,29.58,30.13, 5.9,15,7.5
9354,7,2013-04-20,70,46,58,M,29,45,7, 0,-,-,MO,0.0,0.00,28.66,30.04,16.0,17,16.9
9355,8,2013-04-20,73,40,57,M,42,51,8, 0,-,-,MO,M,0.00,29.79,M, 4.9,13,4.8
9356,9,2013-04-20,41,19,30,M,12,26,35, 0,-,-,MO,M,0.00,29.49,30.23, 0.5,31,3.5
9357,10,2013-04-20,62,51,57,M,51,53,8, 0,0555,1857,Not_MO,M,0.45,30.06,30.12,10.4,36,11.7
9358,11,2013-04-20,62,50,56,-11,50,52,9, 0,0554,1858,Not_MO,0.0,0.36,30.06,30.12, 5.3,34,6.2
9359,12,2013-04-20,63,51,57,M,50,54,8, 0,-,-,Not_MO,0.0,0.38,30.06,30.12, 7.0,36,8.2
9360,13,2013-04-20,57,32,45,M,28,37,20, 0,-,-,MO,M,  T,24.15,29.91, 2.0,18,4.8
9361,14,2013-04-20,70,42,56,-5,32,45,9, 0,0552,1906,MO,0.0,0.00,28.66,30.04,14.7,17,15.2
9362,15,2013-04-20,62,37,50, 4,31,41,15, 0,0456,1834,Not_MO,0.0,0.32,29.45,29.89, 9.8,29,11.3
9363,16,2013-04-20,66,42,54,M,37,46,11, 0,-,-,Not_MO,M,0.47,29.70,29.86, 10.0,28,11.8
9364,17,2013-04-20,73,38,56,M,35,46,9, 0,-,-,MO,0.0,0.00,29.42,30.12, 5.9,16,6.1
9365,18,2013-04-20,73,48,61,-6,30,47,4, 0,0552,1900,MO,0.0,0.00,29.58,30.12,12.1,16,12.7
9366,19,2013-04-20,43,28,36,-11,19,29,29, 0,0502,1838,MO,0.0,0.00,29.52,30.23, 3.3,27,10.1
9367,20,2013-04-20,71,47,59,M,31,46,6, 0,-,-,MO,0.0,0.00,29.38,30.11, 9.6,16,10.3
9368,1,2013-04-21,54,34,44,M,21,35,21, 0,-,-,MO,M,0.00,30.32,30.53, 4.5,31,5.8
9369,2,2013-04-21,51,29,40,-7,18,32,25, 0,0458,1835,MO,0.0,0.00,29.34,30.52, 6.4,33,9.7
9370,3,2013-04-21,70,52,61,-1,40,50,4, 0,0543,1901,MO,0.0,  T,29.41,30.13,11.4,16,11.8
9371,4,2013-04-21,78,50,64,-7,50,56,1, 0,0558,1902,MO,0.0,0.00,29.39,30.09, 3.1,12,5.1
9372,5,2013-04-21,M,M,M,M,M,M,M,M,0455,1832,MO,M,M,M,M,M,M,M
9373,6,2013-04-21,78,44,61,-8,51,56,4, 0,0558,1901,MO,0.0,0.00,29.55,30.09, 4.5,14,5.6
9374,7,2013-04-21,69,53,61,M,38,49,4, 0,-,-,MO,0.0,  T,28.71,30.08,16.2,16,15.8
9375,8,2013-04-21,78,50,64,M,56,60,1, 0,-,-,MO,M,0.00,29.74,M, 4.3,13,4.4
9376,9,2013-04-21,50,33,42,M,35,38,23, 0,-,-,Not_MO,M,0.20,29.39,30.17, 9.7,15,12.7
9377,10,2013-04-21,70,59,65,M,57,61,0, 0,0554,1858,Not_MO,M,0.03,30.14,30.16,17.1,03,17.2
9378,11,2013-04-21,72,48,60,-8,55,58,5, 0,0553,1858,Not_MO,0.0,0.01,30.15,30.18,13.7,04,13.9
9379,12,2013-04-21,69,60,65,M,57,61,0, 0,-,-,Not_MO,0.0,0.01,30.14,30.17,13.0,04,13.2
9380,13,2013-04-21,62,32,47,M,26,38,18, 0,-,-,MO,M,  T,24.21,29.98, 0.4,29,7.6
9381,14,2013-04-21,69,52,61, 0,41,50,4, 0,0551,1907,Not_MO,0.0,  T,28.71,30.09,15.6,15,15.7
9382,15,2013-04-21,52,27,40,-7,16,32,25, 0,0455,1835,MO,0.0,0.00,30.09,30.52, 6.6,32,7.9
9383,16,2013-04-21,51,30,41,M,22,34,24, 0,-,-,MO,M,0.00,30.35,30.50, 2.4,32,7.0
9384,17,2013-04-21,72,48,60,M,41,50,5, 0,-,-,Not_MO,0.0,  T,29.47,30.17, 8.4,16,8.4
9385,18,2013-04-21,73,51,62,-5,44,53,3, 0,0551,1901,MO,0.0,0.00,29.59,30.12, 9.4,14,10.2
9386,19,2013-04-21,45,31,38,-9,25,34,27, 0,0501,1840,MO,0.0,0.00,29.65,30.42,13.0,15,13.3
9387,20,2013-04-21,71,45,58,M,45,52,7, 0,-,-,MO,0.0,0.00,29.39,30.12, 6.8,14,7.2
9388,1,2013-04-22,52,31,42,M,28,37,23, 0,-,-,MO,M,0.00,30.55,30.70, 8.0,07,8.7
9389,2,2013-04-22,48,33,41,-6,25,34,24, 0,0456,1837,MO,0.0,0.00,29.53,30.65, 9.1,07,9.7
9390,3,2013-04-22,76,41,M,M,45,54,M,M,0542,1902,Not_MO,0.0,0.03,29.23,29.96,13.0,15,13.4
9391,4,2013-04-22,85,56,71, 0,57,62,0, 6,0557,1902,Not_MO,0.0,0.00,29.28,29.98, 6.2,17,6.9
9392,5,2013-04-22,M,M,M,M,M,M,M,M,0453,1833,MO,M,M,M,M,M,M,M
9393,6,2013-04-22,84,48,66,-3,57,61,0, 1,0557,1902,Not_MO,0.0,0.00,29.44,29.98, 8.2,17,8.5
9394,7,2013-04-22,77,54,66,M,48,56,0, 1,-,-,Not_MO,0.0,0.63,28.53,29.90,14.6,16,16.6
9395,8,2013-04-22,85,53,69,M,60,64,0, 4,-,-,Not_MO,M,0.00,29.65,M, 5.1,16,5.2
9396,9,2013-04-22,44,32,38,M,31,M,27, 0,-,-,Not_MO,M,0.39,29.39,30.18, 8.8,36,10.3
9397,10,2013-04-22,65,59,62,M,58,60,3, 0,0553,1858,Not_MO,M,0.32,30.09,30.11,16.4,02,16.9
9398,11,2013-04-22,64,56,60,-8,56,58,5, 0,0552,1859,Not_MO,0.0,0.64,30.09,30.13,14.2,03,14.2
9399,12,2013-04-22,67,60,64,M,57,60,1, 0,-,-,Not_MO,0.0,0.40,30.07,30.12,13.5,03,13.7
9400,13,2013-04-22,53,20,37,M,26,30,28, 0,-,-,Not_MO,M,0.13,24.29,30.09, 7.0,01,10.9
9401,14,2013-04-22,77,49,63, 1,50,56,2, 0,0550,1908,Not_MO,0.0,0.02,28.53,29.91,13.8,16,16.5
9402,15,2013-04-22,53,24,39,-8,23,33,26, 0,0453,1837,MO,0.0,0.00,30.32,30.70, 4.4,11,4.6
9403,16,2013-04-22,51,29,40,M,28,36,25, 0,-,-,MO,M,0.00,30.57,30.67, 7.3,09,7.9
9404,17,2013-04-22,77,43,60,M,46,54,5, 0,-,-,Not_MO,0.0,0.03,29.28,M, 8.5,17,8.6
9405,18,2013-04-22,80,57,69, 2,52,59,0, 4,0550,1902,MO,0.0,0.00,29.42,29.96,14.7,16,15.2
9406,19,2013-04-22,58,39,49, 2,33,42,16, 0,0459,1841,MO,0.0,0.00,29.39,30.19,10.2,15,10.7
9407,20,2013-04-22,79,52,66,M,52,58,0, 1,-,-,MO,0.0,0.00,29.23,29.96,10.7,16,10.9
9408,1,2013-04-23,43,36,40,M,37,39,25, 0,-,-,Not_MO,M,0.03,30.27,30.39,10.9,04,11.4
9409,2,2013-04-23,37,34,M,M,34,35,M,M,0455,1838,Not_MO,0.0,  T,29.26,30.35,10.9,04,10.8
9410,3,2013-04-23,63,37,50,-13,39,41,15, 0,0540,1903,Not_MO,0.0,0.13,29.34,30.05,15.3,35,16.1
9411,4,2013-04-23,79,49,64,-7,55,59,1, 0,0556,1903,Not_MO,0.0,  T,29.28,29.94, 1.0,01,7.4
9412,5,2013-04-23,M,M,M,M,M,M,M,M,0452,1835,MO,M,M,M,M,M,M,M
9413,6,2013-04-23,79,49,64,-5,57,61,1, 0,0556,1902,Not_MO,0.0,0.06,29.44,29.94, 1.3,07,12.5
9414,7,2013-04-23,62,35,M,M,33,36,M,M,-,-,Not_MO,0.0,  T,28.74,30.10,20.6,35,20.7
9415,8,2013-04-23,83,55,69,M,62,65,0, 4,-,-,MO,M,0.00,29.58,M, 1.3,13,8.3
9416,9,2013-04-23,43,30,37,M,25,31,28, 0,-,-,Not_MO,M,  T,29.34,30.13,11.1,32,11.6
9417,10,2013-04-23,71,59,65,M,55,59,0, 0,0552,1859,MO,M,0.00,30.11,30.13, 8.0,04,9.0
9418,11,2013-04-23,70,53,62,-7,54,57,3, 0,0551,1860,MO,0.0,0.00,30.10,30.14, 5.3,05,6.8
9419,12,2013-04-23,69,57,63,M,54,58,2, 0,-,-,MO,0.0,0.00,30.09,30.14, 6.7,05,7.1
9420,13,2013-04-23,31,18,25,M,17,21,40, 0,-,-,Not_MO,M,0.09,24.32,30.31, 1.7,09,5.2
9421,14,2013-04-23,65,35,50,-12,34,37,15, 0,0548,1909,Not_MO,0.0,  T,28.71,30.08,21.3,35,22.3
9422,15,2013-04-23,41,29,35,-12,34,36,30, 0,0452,1838,Not_MO,0.0,0.00,30.07,30.41, 5.6,03,6.2
9423,16,2013-04-23,43,38,41,M,37,40,24, 0,-,-,Not_MO,M,0.15,30.29,30.35,10.2,04,10.9
9424,17,2013-04-23,64,37,51,M,39,41,14, 0,-,-,Not_MO,0.0,0.15,29.41,30.07, 7.3,35,8.5
9425,18,2013-04-23,69,43,56,-12,47,50,9, 0,0549,1902,Not_MO,0.0,0.01,29.52,30.00, 5.6,32,15.2
9426,19,2013-04-23,56,37,47,-1,39,42,18, 0,0458,1842,Not_MO,0.0,0.47,29.20,29.97, 4.4,30,8.8
9427,20,2013-04-23,67,41,54,M,47,50,11, 0,-,-,Not_MO,0.0,0.02,29.31,29.99, 6.5,32,14.3
9428,1,2013-04-24,75,42,59,M,44,50,6, 0,-,-,Not_MO,M,0.00,29.76,29.90, 1.3,30,8.5
9429,2,2013-04-24,72,37,55, 7,40,47,10, 0,0453,1839,Not_MO,0.0,0.00,28.84,29.92, 6.5,24,13.3
9430,3,2013-04-24,58,32,45,-18,30,40,20, 0,0539,1904,MO,0.0,0.00,29.55,30.27, 4.0,35,8.6
9431,4,2013-04-24,65,45,55,-16,36,46,10, 0,0555,1904,Not_MO,0.0,  T,29.52,30.21, 7.8,01,8.9
9432,5,2013-04-24,M,M,M,M,M,M,M,M,0450,1836,MO,M,M,M,M,M,M,M
9433,6,2013-04-24,65,45,55,-14,39,48,10, 0,0555,1903,Not_MO,0.0,  T,29.68,30.20,16.1,01,16.6
9434,7,2013-04-24,58,29,44,M,29,38,21, 0,-,-,Not_MO,0.0,0.00,28.90,30.29, 5.0,34,6.5
9435,8,2013-04-24,68,47,58,M,46,52,7, 0,-,-,Not_MO,M,0.03,29.82,M,10.6,01,11.3
9436,9,2013-04-24,51,27,39,M,28,34,26, 0,-,-,MO,M,  T,29.22,30.01, 6.8,24,8.6
9437,10,2013-04-24,82,60,71,M,59,63,0, 6,0551,1860,MO,M,0.00,30.11,30.13, 4.3,12,6.2
9438,11,2013-04-24,83,50,67,-2,57,60,0, 2,0550,1900,MO,0.0,0.00,30.10,30.13, 3.8,14,4.3
9439,12,2013-04-24,81,54,68,M,58,62,0, 3,-,-,MO,0.0,0.00,30.09,30.14, 3.2,13,4.2
9440,13,2013-04-24,52,23,38,M,17,30,27, 0,-,-,MO,M,0.00,24.32,30.21, 0.7,33,7.7
9441,14,2013-04-24,58,31,45,-17,29,39,20, 0,0547,1910,MO,0.0,0.00,28.89,30.28, 6.3,35,7.8
9442,15,2013-04-24,77,41,59,11,41,50,6, 0,0450,1839,MO,0.0,0.00,29.54,29.88, 2.0,22,7.3
9443,16,2013-04-24,65,42,54,M,44,48,11, 0,-,-,Not_MO,M,0.02,29.78,29.87, 1.3,34,11.6
9444,17,2013-04-24,59,34,47,M,30,40,18, 0,-,-,MO,0.0,0.00,29.62,30.29, 2.7,36,4.3
9445,18,2013-04-24,64,40,52,-16,34,44,13, 0,0548,1903,Not_MO,0.0,0.04,29.74,30.25, 7.5,36,9.3
9446,19,2013-04-24,52,35,44,-4,25,36,21, 0,0456,1843,MO,0.0,0.00,29.26,30.02, 5.8,30,10.1
9447,20,2013-04-24,63,39,51,M,35,44,14, 0,-,-,MO,0.0,0.01,29.53,30.24, 7.8,36,9.6
9448,1,2013-04-25,65,42,54,M,33,46,11, 0,-,-,Not_MO,M,0.03,29.88,30.09, 7.2,28,8.9
9449,2,2013-04-25,58,42,50, 1,29,41,15, 0,0452,1840,Not_MO,0.0,0.04,28.95,30.10,11.4,29,12.4
9450,3,2013-04-25,71,34,53,-10,33,45,12, 0,0538,1905,MO,0.0,0.00,29.52,30.26, 6.3,16,6.9
9451,4,2013-04-25,70,56,63,-9,41,52,2, 0,0554,1904,MO,0.0,0.00,29.53,30.24, 1.6,08,4.7
9452,5,2013-04-25,M,M,M,M,M,M,M,M,0449,1837,MO,M,M,M,M,M,M,M
9453,6,2013-04-25,71,55,63,-7,44,53,2, 0,0554,1904,MO,0.0,0.00,29.70,30.23, 4.4,06,6.9
9454,7,2013-04-25,69,37,53,M,31,44,12, 0,-,-,MO,0.0,0.00,28.82,30.24,10.3,17,11.1
9455,8,2013-04-25,72,58,65,M,50,57,0, 0,-,-,MO,M,0.00,29.87,M, 3.5,09,5.0
9456,9,2013-04-25,51,33,42,M,27,36,23, 0,-,-,MO,M,0.00,29.37,30.15, 4.9,23,9.0
9457,10,2013-04-25,84,64,74,M,62,67,0, 9,0550,1900,MO,M,0.00,30.13,30.17, 0.9,23,4.2
9458,11,2013-04-25,85,57,71, 2,62,66,0, 6,0549,1900,MO,0.0,0.00,30.12,30.17, 2.7,28,3.3
9459,12,2013-04-25,86,59,73,M,62,66,0, 8,-,-,Not_MO,0.0,  T,30.12,30.17, 0.7,34,3.1
9460,13,2013-04-25,64,33,49,M,21,37,16, 0,-,-,MO,M,0.00,24.21,29.98, 1.4,10,6.8
