,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,dayofweek,is_holiday
11257,10,2013-07-24,88,73,81,M,72,74,0,16,0540,1926,"RA,BR",M,0.17,29.85,29.87, 9.7,25,10.0,Wed,holiday
11258,11,2013-07-24,88,72,80,-2,72,74,0,15,0540,1927,RA,0.0,0.01,29.83,29.87, 8.9,25,9.3,Wed,holiday
11259,12,2013-07-24,89,75,82,M,72,74,0,17,-,-,RA,0.0,0.10,29.83,29.87, 9.4,26,9.7,Wed,holiday
11260,13,2013-07-24,81,59,70,M,54,61,0, 5,-,-,"TS,RA,RA",M,  T,24.37,29.99, 9.5,19,13.3,Wed,holiday
11261,14,2013-07-24,91,67,79,-4,68,72,0,14,0533,1941,"TS,RA,BR",0.0,0.72,28.61,29.94, 4.8,09,11.1,Wed,holiday
11262,15,2013-07-24,83,56,70,-1,60,64,0, 5,0428,1917,"FG,BR",0.0,0.00,29.33,29.75, 6.1,32,6.5,Wed,holiday
11263,16,2013-07-24,M,M,M,M,M,M,M,M,-,-,BR,M,0.00,29.55,M,M,M,M,Wed,holiday
11264,17,2013-07-24,90,70,80,M,70,73,0,15,-,-,"RA,BR",0.0,0.24,29.29,29.97, 1.8,09,4.0,Wed,holiday
11265,18,2013-07-24,99,78,89, 2,68,74,0,24,0536,1932,MO,0.0,  T,29.41,29.92, 3.6,10,7.8,Wed,holiday
11266,19,2013-07-24,70,57,64,-9,52,58,1, 0,0434,1922,MO,0.0,0.00,29.31,30.04, 4.9,05,6.6,Wed,holiday
11267,20,2013-07-24,99,79,89,M,69,75,0,24,-,-,MO,0.0,  T,29.22,29.91, 4.3,10,7.3,Wed,holiday
11268,1,2013-07-25,65,59,62,M,52,56,3, 0,-,-,RA,M,0.25,29.92,30.09, 5.9,02,6.6,Thi,holiday
11269,2,2013-07-25,62,55,59,-12,52,54,6, 0,0433,1915,RA,0.0,0.19,28.97,30.07, 7.2,03,7.6,Thi,holiday
11270,3,2013-07-25,86,71,79,-5,69,73,0,14,0525,1935,MO,0.0,0.00,29.30,30.01, 2.9,11,3.9,Thi,holiday
11271,4,2013-07-25,100,76,88, 2,68,74,0,23,0545,1930,MO,0.0,0.00,29.31,29.96, 2.7,16,4.7,Thi,holiday
11272,5,2013-07-25,M,M,M,M,M,M,M,M,0430,1912,MO,M,M,M,M,M,M,M,Thi,holiday
11273,6,2013-07-25,100,73,87, 3,69,75,0,22,0545,1930,BR,0.0,0.00,29.47,29.96, 4.8,17,6.4,Thi,holiday
11274,7,2013-07-25,85,72,79,M,68,72,0,14,-,-,"RA,BR,HZ",0.0,0.19,28.66,30.00, 5.7,18,6.9,Thi,holiday
11275,8,2013-07-25,99,76,88,M,74,78,0,23,-,-,BR,M,0.00,29.64,M, 4.2,19,5.0,Thi,holiday
11276,9,2013-07-25,82,61,72,M,59,64,0, 7,-,-,RA,M,0.09,29.17,29.93, 2.6,23,5.5,Thi,holiday
11277,10,2013-07-25,91,73,82,M,71,74,0,17,0541,1926,MO,M,0.00,29.86,29.90, 7.4,26,8.2,Thi,holiday
11278,11,2013-07-25,89,72,81,-1,73,75,0,16,0540,1926,BR,0.0,0.08,29.85,29.90, 4.8,26,5.8,Thi,holiday
11279,12,2013-07-25,92,75,84,M,72,75,0,19,-,-,MO,0.0,0.00,29.85,29.90, 4.0,26,5.6,Thi,holiday
11280,13,2013-07-25,82,55,69,M,52,57,0, 4,-,-,RA,M,0.04,24.41,30.08, 3.1,28,7.4,Thi,holiday
11281,14,2013-07-25,86,73,80,-3,70,73,0,15,0534,1940,"TS,RA,RA",0.0,0.02,28.66,30.00, 4.9,16,5.9,Thi,holiday
11282,15,2013-07-25,74,52,63,-8,53,57,2, 0,0429,1916,RA,0.0,0.00,29.70,30.08, 0.9,02,3.1,Thi,holiday
11283,16,2013-07-25,64,60,M,M,55,58,M,M,-,-,"RA,BR",M,0.16,29.93,30.06, 6.3,02,6.7,Thi,holiday
11284,17,2013-07-25,87,71,79,M,71,74,0,14,-,-,MO,0.0,0.00,29.36,30.04, 1.9,13,2.7,Thi,holiday
11285,18,2013-07-25,96,77,87, 0,69,75,0,22,0536,1932,MO,0.0,  T,29.47,29.98, 6.9,12,7.4,Thi,holiday
11286,19,2013-07-25,79,56,68,-5,55,61,0, 3,0435,1921,MO,0.0,0.00,29.29,30.04, 6.4,18,7.9,Thi,holiday
11287,20,2013-07-25,97,75,86,M,70,75,0,21,-,-,MO,0.0,0.00,29.28,29.97, 5.9,11,6.8,Thi,holiday
11288,1,2013-07-26,72,61,67,M,61,64,0, 2,-,-,"RA,BR",M,0.23,29.84,30.00, 4.8,33,6.8,Fri,holiday
11289,2,2013-07-26,70,58,64,-7,59,60,1, 0,0434,1914,"RA,BR",0.0,0.49,28.93,30.02, 8.4,34,11.8,Fri,holiday
11290,3,2013-07-26,82,68,75,-9,70,72,0,10,0526,1935,"RA,BR",0.0,0.81,29.26,29.97, 2.7,13,6.8,Fri,holiday
11291,4,2013-07-26,100,74,87, 1,70,75,0,22,0546,1930,"TS,RA,BR",0.0,0.78,29.28,29.93, 2.1,18,6.2,Fri,holiday
11292,5,2013-07-26,M,M,M,M,M,M,M,M,0431,1911,MO,M,M,M,M,M,M,M,Fri,holiday
11293,6,2013-07-26,100,74,87, 3,71,76,0,22,0546,1929,"TS,RA",0.0,0.37,29.43,29.93, 8.8,19,9.2,Fri,holiday
11294,7,2013-07-26,83,69,76,M,68,70,0,11,-,-,"RA,BR,TS",0.0,2.48,28.63,29.96, 5.2,05,12.2,Fri,holiday
11295,8,2013-07-26,99,79,89,M,76,79,0,24,-,-,BR,M,0.00,29.61,M, 8.0,19,8.5,Fri,holiday
11296,9,2013-07-26,72,54,63,M,53,58,2, 0,-,-,AN,M,  T,29.24,29.98,10.8,32,12.7,Fri,holiday
11297,10,2013-07-26,90,76,83,M,74,76,0,18,0542,1925,MO,M,  T,29.95,29.98, 3.0,10,5.8,Fri,holiday
11298,11,2013-07-26,91,73,82, 0,74,77,0,17,0541,1926,BR,0.0,0.00,29.95,29.99, 3.9,08,4.3,Fri,holiday
11299,12,2013-07-26,91,75,83,M,74,77,0,18,-,-,MO,0.0,0.00,29.94,29.99, 3.9,09,4.8,Fri,holiday
11300,13,2013-07-26,87,54,71,M,46,56,0, 6,-,-,MO,M,0.00,24.44,30.12, 1.5,15,5.4,Fri,holiday
11301,14,2013-07-26,85,71,78,-5,70,72,0,13,0534,1940,"RA,BR",0.0,3.53,28.63,29.95, 5.5,05,12.9,Fri,holiday
11302,15,2013-07-26,74,61,68,-3,62,63,0, 3,0430,1915,"RA,BR",0.0,0.34,29.64,30.00, 3.9,31,4.6,Fri,holiday
11303,16,2013-07-26,71,61,66,M,62,64,0, 1,-,-,"RA,BR",M,0.47,29.85,29.95, 6.3,33,7.8,Fri,holiday
11304,17,2013-07-26,83,68,76,M,71,72,0,11,-,-,"RA,BR,TS",0.0,0.52,29.33,30.00, 1.5,14,4.7,Fri,holiday
11305,18,2013-07-26,97,79,88, 1,71,75,0,23,0537,1931,MO,0.0,0.09,29.41,29.92, 2.9,18,9.9,Fri,holiday
11306,19,2013-07-26,72,63,68,-5,61,64,0, 3,0436,1920,"RA,BR",0.0,0.27,29.17,29.92, 8.5,21,9.6,Fri,holiday
11307,20,2013-07-26,96,78,87,M,71,75,0,22,-,-,RA,0.0,0.10,29.22,29.91, 1.5,16,5.9,Fri,holiday
11308,1,2013-07-27,85,61,73,M,60,65,0, 8,-,-,MO,M,0.00,29.86,30.03, 4.1,22,5.0,Sat,holiday
11309,2,2013-07-27,79,59,69,-2,61,63,0, 4,0435,1913,"FG,BR",0.0,0.00,28.97,30.05, 7.7,23,8.5,Sat,holiday
11310,3,2013-07-27,84,66,75,-9,63,67,0,10,0526,1934,"FG,BR",0.0,0.00,29.28,29.99, 3.7,03,5.1,Sat,holiday
11311,4,2013-07-27,90,74,82,-4,70,74,0,17,0546,1929,AN,0.0,0.01,29.25,29.92, 2.4,02,3.5,Sat,holiday
11312,5,2013-07-27,M,M,M,M,M,M,M,M,0432,1910,MO,M,M,M,M,M,M,M,Sat,holiday
11313,6,2013-07-27,89,74,82,-2,72,75,0,17,0546,1928,"TS,RA,BR",0.0,0.03,29.41,29.91, 5.2,03,7.8,Sat,holiday
11314,7,2013-07-27,86,66,76,M,65,69,0,11,-,-,BR,0.0,0.00,28.64,29.98, 3.4,12,6.1,Sat,holiday
11315,8,2013-07-27,92,80,86,M,75,78,0,21,-,-,AN,M,0.00,29.57,M, 2.2,34,5.4,Sat,holiday
11316,9,2013-07-27,64,53,59,M,48,52,6, 0,-,-,RA,M,0.04,29.23,30.00,12.1,32,12.6,Sat,holiday
11317,10,2013-07-27,92,73,83,M,74,76,0,18,0542,1924,"TS,RA,BR",M,2.13,29.93,29.95, 1.7,16,6.4,Sat,holiday
11318,11,2013-07-27,91,73,82, 0,73,75,0,17,0542,1925,AN,0.0,0.24,29.93,29.95, 2.0,16,3.7,Sat,holiday
11319,12,2013-07-27,93,75,84,M,73,75,0,19,-,-,"TS,TS,RA",0.0,0.48,29.92,29.96, 1.2,15,2.9,Sat,holiday
11320,13,2013-07-27,80,60,70,M,51,59,0, 5,-,-,"TS,RA",M,0.06,24.32,29.95, 4.2,02,9.3,Sat,holiday
11321,14,2013-07-27,88,69,79,-4,67,71,0,14,0535,1939,MO,0.0,0.00,28.63,29.98, 2.3,08,5.9,Sat,holiday
11322,15,2013-07-27,83,53,68,-3,59,63,0, 3,0431,1914,BR,0.0,0.00,29.63,30.01, 2.1,22,3.3,Sat,holiday
11323,16,2013-07-27,83,60,72,M,62,65,0, 7,-,-,MO,M,0.00,29.89,30.00, 3.3,21,5.3,Sat,holiday
11324,17,2013-07-27,86,66,76,M,64,68,0,11,-,-,"FG,FG,BR",0.0,0.00,29.34,30.03, 2.5,04,2.9,Sat,holiday
11325,18,2013-07-27,92,75,84,-3,64,71,0,19,0538,1930,MO,0.0,0.00,29.44,29.95, 5.9,05,8.2,Sat,holiday
11326,19,2013-07-27,64,56,60,-13,48,54,5, 0,0437,1919,RA,0.0,  T,29.15,29.90, 8.8,30,9.9,Sat,holiday
11327,20,2013-07-27,92,74,83,M,65,71,0,18,-,-,MO,0.0,0.00,29.24,29.95, 6.2,05,7.6,Sat,holiday
11328,1,2013-07-28,79,65,72,M,65,67,0, 7,-,-,"RA,BR",M,  T,29.86,30.02, 4.7,06,4.9,Sun,holiday
11329,2,2013-07-28,80,61,71, 0,64,66,0, 6,0436,1912,BR,0.0,  T,28.93,30.00, 1.1,23,4.1,Sun,holiday
11330,3,2013-07-28,86,67,77,-7,64,68,0,12,0527,1933,MO,0.0,0.00,29.26,29.97, 5.7,08,7.0,Sun,holiday
11331,4,2013-07-28,98,76,87, 1,70,74,0,22,0547,1928,MO,0.0,0.00,29.22,29.89, 3.0,15,5.6,Sun,holiday
11332,5,2013-07-28,M,M,M,M,M,M,M,M,0433,1909,MO,M,M,M,M,M,M,M,Sun,holiday
11333,6,2013-07-28,98,75,87, 3,70,75,0,22,0547,1928,MO,0.0,0.00,29.38,29.88, 4.9,15,7.8,Sun,holiday
11334,7,2013-07-28,87,69,78,M,64,69,0,13,-,-,MO,0.0,0.00,28.59,29.93,10.5,14,11.6,Sun,holiday
11335,8,2013-07-28,99,79,89,M,75,79,0,24,-,-,BR,M,0.00,29.55,M, 6.2,17,6.1,Sun,holiday
11336,9,2013-07-28,73,51,62,M,49,54,3, 0,-,-,MO,M,0.00,29.26,30.01, 5.9,33,7.1,Sun,holiday
11337,10,2013-07-28,91,76,84,M,72,75,0,19,0543,1924,MO,M,0.03,29.95,29.99, 2.5,20,5.6,Sun,holiday
11338,11,2013-07-28,89,72,81,-1,M,M,0,16,0542,1924,"RA,BR",0.0,0.28,29.94,M,M,M,3.2,Sun,holiday
11339,12,2013-07-28,91,74,83,M,73,75,0,18,-,-,"TS,RA,BR",0.0,1.49,29.93,29.99, 0.7,19,2.8,Sun,holiday
11340,13,2013-07-28,70,60,65,M,57,60,0, 0,-,-,"RA,BR",M,0.06,24.23,29.89, 1.2,18,7.9,Sun,holiday
11341,14,2013-07-28,88,69,79,-4,66,70,0,14,0536,1938,MO,0.0,0.00,28.59,29.93, 8.6,14,9.3,Sun,holiday
11342,15,2013-07-28,80,58,69,-2,64,65,0, 4,0432,1913,"RA,BR",0.0,0.08,29.63,30.00, 2.4,10,2.9,Sun,holiday
11343,16,2013-07-28,74,63,69,M,65,66,0, 4,-,-,"RA,BR",M,0.03,29.88,29.98, 4.3,03,4.8,Sun,holiday
11344,17,2013-07-28,87,67,77,M,65,69,0,12,-,-,MO,0.0,0.00,29.32,30.00, 4.7,08,6.4,Sun,holiday
11345,18,2013-07-28,94,72,83,-4,67,72,0,18,0538,1930,MO,0.0,0.00,29.41,29.92, 7.4,14,8.3,Sun,holiday
11346,19,2013-07-28,69,54,62,-11,49,55,3, 0,0438,1918,AN,0.0,  T,29.18,29.92, 9.7,28,10.1,Sun,holiday
11347,20,2013-07-28,95,68,82,M,67,72,0,17,-,-,MO,0.0,0.00,29.21,29.91, 5.8,13,6.1,Sun,holiday
11348,1,2013-07-29,84,66,75,M,66,69,0,10,-,-,AN,M,0.24,29.85,30.02, 1.5,10,2.6,Mon,holiday
11349,2,2013-07-29,81,64,73, 2,63,66,0, 8,0437,1911,"FG,BR",0.0,0.00,28.95,30.03, 6.3,24,7.9,Mon,holiday
11350,3,2013-07-29,90,69,80,-4,70,74,0,15,0528,1932,"RA,BR",0.0,0.73,29.24,29.94,12.7,16,13.6,Mon,holiday
11351,4,2013-07-29,101,78,90, 4,67,74,0,25,0548,1928,MO,0.0,0.00,29.29,29.95, 5.7,18,8.2,Mon,holiday
11352,5,2013-07-29,M,M,M,M,M,M,M,M,0434,1908,MO,M,M,M,M,M,M,M,Mon,holiday
11353,6,2013-07-29,101,76,89, 5,68,74,0,24,0547,1927,MO,0.0,0.00,29.46,29.95,11.6,17,11.9,Mon,holiday
11354,7,2013-07-29,89,70,80,M,69,72,0,15,-,-,"RA,BR,TS",0.0,0.77,28.59,29.90,15.6,16,16.5,Mon,holiday
11355,8,2013-07-29,100,79,90,M,73,78,0,25,-,-,"BR,HZ",M,0.00,29.64,M,10.0,17,10.4,Mon,holiday
11356,9,2013-07-29,79,53,66,M,53,59,0, 1,-,-,MO,M,  T,29.34,30.09, 4.3,15,4.7,Mon,holiday
11357,10,2013-07-29,93,73,83,M,72,75,0,18,0543,1923,MO,M,0.00,30.06,30.09, 6.9,16,8.2,Mon,holiday
11358,11,2013-07-29,91,72,82, 0,72,75,0,17,0543,1924,AN,0.0,0.00,30.04,30.09, 2.8,16,4.3,Mon,holiday
11359,12,2013-07-29,90,72,81,M,72,75,0,16,-,-,MO,0.0,0.00,30.04,30.10, 4.0,15,4.8,Mon,holiday
11360,13,2013-07-29,72,58,65,M,55,59,0, 0,-,-,"RA,HZ,BR",M,0.01,24.33,29.98, 2.7,31,6.2,Mon,holiday
11361,14,2013-07-29,90,74,82,-1,71,74,0,17,0537,1937,"RA,BR",0.0,0.06,28.59,29.90,12.3,16,14.7,Mon,holiday
11362,15,2013-07-29,84,61,73, 2,66,67,0, 8,0433,1912,"RA,BR,TS",0.0,0.01,29.63,30.01, 2.1,13,2.9,Mon,holiday
11363,16,2013-07-29,78,65,72,M,67,68,0, 7,-,-,AN,M,0.01,29.88,29.99, 3.2,13,4.4,Mon,holiday
11364,17,2013-07-29,90,73,82,M,71,74,0,17,-,-,"RA,BR,TS",0.0,0.23,29.31,29.98, 8.8,17,9.6,Mon,holiday
11365,18,2013-07-29,98,80,89, 2,68,75,0,24,0539,1929,HZ,0.0,0.00,29.43,29.94,12.7,17,13.0,Mon,holiday
11366,19,2013-07-29,68,58,63,-10,54,57,2, 0,0439,1917,MO,0.0,0.00,29.39,30.12, 2.0,08,6.4,Mon,holiday
11367,20,2013-07-29,98,78,88,M,69,74,0,23,-,-,MO,0.0,0.00,29.24,29.93, 8.2,16,8.6,Mon,holiday
11368,1,2013-07-30,81,63,72,M,57,63,0, 7,-,-,BR,M,0.00,29.91,30.08, 3.0,30,4.8,Tue,holiday
11369,2,2013-07-30,78,60,69,-1,55,60,0, 4,0438,1910,MO,0.0,0.00,29.02,30.10,10.9,29,11.2,Tue,holiday
11370,3,2013-07-30,90,72,81,-3,72,75,0,16,0529,1931,"RA,BR",0.0,0.50,29.26,29.97, 1.9,20,3.5,Tue,holiday
11371,4,2013-07-30,101,77,89, 3,68,74,0,24,0548,1927,MO,0.0,0.00,29.35,30.00, 5.3,17,7.6,Tue,holiday
11372,5,2013-07-30,M,M,M,M,M,M,M,M,0435,1907,MO,M,M,M,M,M,M,M,Tue,holiday
11373,6,2013-07-30,102,76,89, 5,69,75,0,24,0548,1926,MO,0.0,0.00,29.51,30.00,10.8,18,11.0,Tue,holiday
11374,7,2013-07-30,91,70,81,M,69,73,0,16,-,-,AN,0.0,0.26,28.64,29.96, 2.6,22,6.5,Tue,holiday
11375,8,2013-07-30,103,78,91,M,74,78,0,26,-,-,MO,M,0.00,29.69,M, 7.7,18,8.2,Tue,holiday
11376,9,2013-07-30,72,64,68,M,61,63,0, 3,-,-,"RA,BR",M,  T,29.31,30.07, 1.0,17,3.3,Tue,holiday
11377,10,2013-07-30,91,78,85,M,74,76,0,20,0544,1923,"TS,RA,RA",M,0.01,30.11,30.14, 3.1,16,5.9,Tue,holiday
11378,11,2013-07-30,93,75,84, 2,75,76,0,19,0543,1923,"TS,RA,BR",0.0,0.65,30.10,30.14, 0.3,24,2.6,Tue,holiday
11379,12,2013-07-30,92,77,85,M,74,77,0,20,-,-,AN,0.0,0.03,30.10,30.14, 1.6,18,3.3,Tue,holiday
11380,13,2013-07-30,86,52,69,M,47,57,0, 4,-,-,MO,M,  T,24.44,30.10, 1.3,29,7.4,Tue,holiday
11381,14,2013-07-30,93,71,82,-1,71,74,0,17,0537,1937,"TS,RA",0.0,1.16,28.62,29.96, 3.0,22,6.8,Tue,holiday
11382,15,2013-07-30,80,55,68,-3,56,61,0, 3,0434,1911,"FG,BR",0.0,0.00,29.70,30.07, 4.2,31,4.4,Tue,holiday
11383,16,2013-07-30,82,62,72,M,60,64,0, 7,-,-,BR,M,0.00,29.93,30.04, 4.2,31,5.7,Tue,holiday
11384,17,2013-07-30,91,72,82,M,73,75,0,17,-,-,"RA,BR",0.0,0.59,29.33,30.00, 0.8,21,2.3,Tue,holiday
11385,18,2013-07-30,101,80,91, 4,67,75,0,26,0540,1928,MO,0.0,0.00,29.47,29.98,10.1,19,10.5,Tue,holiday
11386,19,2013-07-30,73,56,65,-8,60,62,0, 0,0440,1916,"RA,BR",0.0,0.08,29.39,30.14, 4.6,12,5.2,Tue,holiday
11387,20,2013-07-30,99,79,89,M,68,74,0,24,-,-,MO,0.0,0.00,29.28,29.97, 6.3,18,7.8,Tue,holiday
11388,1,2013-07-31,83,62,73,M,57,63,0, 8,-,-,MO,M,0.00,29.94,30.10, 0.8,23,2.3,Wed,holiday
11389,2,2013-07-31,78,59,69,-1,56,61,0, 4,0439,1909,MO,0.0,0.00,29.03,30.11, 3.9,27,5.3,Wed,holiday
11390,3,2013-07-31,91,75,83,-1,73,76,0,18,0529,1931,MO,0.0,0.00,29.31,30.00, 7.4,35,7.5,Wed,holiday
11391,4,2013-07-31,102,75,89, 3,65,73,0,24,0549,1926,MO,0.0,0.00,29.32,29.99, 1.3,18,4.3,Wed,holiday
11392,5,2013-07-31,M,M,M,M,M,M,M,M,0436,1906,MO,M,M,M,M,M,M,M,Wed,holiday
11393,6,2013-07-31,103,75,89, 5,66,73,0,24,0549,1926,MO,0.0,0.00,29.47,29.99, 5.7,19,6.9,Wed,holiday
11394,7,2013-07-31,90,74,82,M,70,73,0,17,-,-,"BR,HZ",0.0,0.00,28.69,30.02, 7.5,02,7.6,Wed,holiday
11395,8,2013-07-31,103,76,90,M,M,M,0,25,-,-,BR,M,0.00,29.68,M,M,M,4.6,Wed,holiday
11396,9,2013-07-31,81,60,71,M,58,63,0, 6,-,-,"RA,BR",M,0.01,29.26,30.02, 6.8,28,7.2,Wed,holiday
11397,10,2013-07-31,92,72,82,M,73,75,0,17,0545,1922,"RA,BR",M,1.60,30.06,30.08, 5.1,17,6.4,Wed,holiday
11398,11,2013-07-31,90,74,82, 0,74,75,0,17,0544,1922,"RA,BR",0.0,0.12,30.04,30.08, 1.7,17,3.4,Wed,holiday
11399,12,2013-07-31,91,75,83,M,73,75,0,18,-,-,"RA,BR",0.0,0.40,30.05,30.09, 1.9,18,3.4,Wed,holiday
11400,13,2013-07-31,89,60,75,M,47,58,0,10,-,-,MO,M,  T,24.47,30.11, 0.3,17,5.4,Wed,holiday
11401,14,2013-07-31,92,78,85, 2,71,75,0,20,0538,1936,MO,0.0,0.00,28.67,30.01, 6.8,02,7.4,Wed,holiday
11402,15,2013-07-31,82,54,68,-2,57,62,0, 3,0435,1910,MO,0.0,0.00,29.71,30.08, 0.6,30,1.9,Wed,holiday
11403,16,2013-07-31,80,58,69,M,59,63,0, 4,-,-,MO,M,0.01,29.96,30.06, 2.0,14,4.4,Wed,holiday
11404,17,2013-07-31,92,76,84,M,73,76,0,19,-,-,MO,0.0,0.00,29.36,30.04, 4.1,01,4.3,Wed,holiday
11405,18,2013-07-31,104,81,93, 6,67,75,0,28,0540,1928,MO,0.0,0.00,29.46,29.96, 3.3,18,6.3,Wed,holiday
11406,19,2013-07-31,77,64,71,-2,63,65,0, 6,0441,1915,AN,0.0,0.20,29.26,30.01, 1.4,08,4.6,Wed,holiday
11407,20,2013-07-31,103,80,92,M,66,74,0,27,-,-,MO,0.0,0.00,29.26,29.96, 2.0,21,4.7,Wed,holiday
11408,1,2013-08-01,82,63,73,M,61,65,0, 8,-,-,RA,M,0.02,29.82,29.96, 2.4,19,3.9,Thi,holiday
11409,2,2013-08-01,75,60,68,-2,61,63,0, 3,0440,1908,"RA,BR",0.0,0.17,28.90,29.96, 7.2,20,8.0,Thi,holiday
11410,3,2013-08-01,92,71,82,-2,68,72,0,17,0530,1930,MO,0.0,0.00,29.28,30.00, 3.9,10,5.3,Thi,holiday
11411,4,2013-08-01,103,77,90, 4,66,74,0,25,0549,1926,MO,0.0,0.00,29.27,29.93, 1.4,16,3.5,Thi,holiday
11412,6,2013-08-01,103,75,89, 5,67,74,0,24,0549,1925,MO,0.0,0.00,29.43,29.93, 3.1,18,5.1,Thi,holiday
11413,7,2013-08-01,91,73,82,M,68,73,0,17,-,-,MO,0.0,0.00,28.64,29.99, 6.2,10,7.2,Thi,holiday
11414,8,2013-08-01,104,79,92,M,74,78,0,27,-,-,MO,M,0.00,29.61,M, 3.7,18,4.4,Thi,holiday
11415,9,2013-08-01,82,55,69,M,53,60,0, 4,-,-,MO,M,0.00,29.18,29.95, 3.2,26,3.8,Thi,holiday
11416,10,2013-08-01,90,73,82,M,72,74,0,17,0545,1921,AN,M,0.15,29.97,M, 5.2,18,8.0,Thi,holiday
11417,11,2013-08-01,89,73,81, 0,73,74,0,16,0545,1922,MO,0.0,0.56,29.96,30.00, 2.4,19,3.7,Thi,holiday
11418,12,2013-08-01,92,73,83,M,72,74,0,18,-,-,"TS,RA,BR",0.0,2.56,29.96,30.00, 2.8,20,4.5,Thi,holiday
11419,13,2013-08-01,91,60,76,M,48,58,0,11,-,-,AN,M,  T,24.32,29.92, 8.7,21,11.2,Thi,holiday
11420,14,2013-08-01,92,75,84, 1,71,74,0,19,0539,1935,MO,0.0,0.00,28.64,29.99, 5.9,10,7.1,Thi,holiday
11421,15,2013-08-01,82,55,69,-1,61,63,0, 4,0436,1909,"RA,BR",0.0,0.36,29.59,29.94, 3.6,17,4.3,Thi,holiday
11422,16,2013-08-01,79,60,70,M,61,65,0, 5,-,-,RA,M,  T,29.85,29.93, 5.5,16,6.4,Thi,holiday
11423,17,2013-08-01,92,72,82,M,68,73,0,17,-,-,MO,0.0,0.00,29.36,30.04, 2.9,08,3.7,Thi,holiday
11424,18,2013-08-01,104,83,94, 7,69,77,0,29,0541,1927,MO,0.0,0.00,29.41,29.92, 5.4,09,6.4,Thi,holiday
11425,19,2013-08-01,79,63,71,-2,54,62,0, 6,0442,1914,MO,0.0,0.00,29.20,29.94, 8.1,29,8.6,Thi,holiday
11426,20,2013-08-01,104,79,92,M,68,76,0,27,-,-,MO,0.0,0.00,29.23,29.92, 4.1,11,4.6,Thi,holiday
11427,1,2013-08-02,84,64,74,M,60,65,0, 9,-,-,"RA,BR",M,1.12,29.67,29.84, 3.6,25,4.5,Fri,holiday
11428,2,2013-08-02,78,62,70, 0,61,64,0, 5,0441,1907,"RA,BR",0.0,0.63,28.77,29.86, 7.8,26,9.0,Fri,holiday
11429,3,2013-08-02,95,75,85, 1,74,77,0,20,0531,1929,MO,0.0,0.00,29.15,29.85,11.2,17,12.1,Fri,holiday
11430,4,2013-08-02,102,78,90, 4,65,73,0,25,0550,1925,MO,0.0,0.00,29.25,29.90, 3.1,16,5.4,Fri,holiday
11431,6,2013-08-02,102,74,88, 4,66,73,0,23,0550,1924,MO,0.0,0.00,29.41,29.90, 7.6,19,7.9,Fri,holiday
11432,7,2013-08-02,99,77,88,M,68,74,0,23,-,-,HZ,0.0,0.00,28.50,29.83,14.2,18,14.5,Fri,holiday
11433,8,2013-08-02,102,76,89,M,74,78,0,24,-,-,MO,M,0.00,29.59,M, 6.0,18,6.5,Fri,holiday
11434,9,2013-08-02,79,59,69,M,52,59,0, 4,-,-,MO,M,0.00,29.21,29.94, 5.4,35,5.8,Fri,holiday
11435,10,2013-08-02,92,74,83,M,72,75,0,18,0546,1920,MO,M,0.00,29.98,30.00, 5.4,15,7.5,Fri,holiday
11436,11,2013-08-02,92,72,82, 1,73,75,0,17,0545,1921,MO,0.0,0.00,29.96,30.00, 2.8,14,4.1,Fri,holiday
11437,12,2013-08-02,91,73,82,M,72,75,0,17,-,-,MO,0.0,0.00,29.96,30.01, 3.0,13,3.9,Fri,holiday
11438,13,2013-08-02,91,59,75,M,46,58,0,10,-,-,"TS,RA",M,0.04,24.28,29.87, 1.9,15,6.9,Fri,holiday
11439,14,2013-08-02,98,76,87, 4,71,76,0,22,0540,1934,MO,0.0,0.00,28.50,29.83,10.8,17,11.1,Fri,holiday
11440,15,2013-08-02,83,62,73, 3,60,64,0, 8,0437,1908,"RA,BR",0.0,0.37,29.44,29.81, 3.1,26,3.8,Fri,holiday
11441,16,2013-08-02,83,64,74,M,62,65,0, 9,-,-,"RA,BR",M,0.88,29.70,29.80, 3.4,25,4.3,Fri,holiday
11442,17,2013-08-02,96,74,85,M,74,77,0,20,-,-,MO,0.0,0.00,29.21,29.88, 6.8,18,7.5,Fri,holiday
11443,18,2013-08-02,104,83,94, 7,66,75,0,29,0542,1926,MO,0.0,0.00,29.38,29.88, 8.4,17,9.3,Fri,holiday
11444,19,2013-08-02,82,63,73, 0,58,64,0, 8,0443,1913,BR,0.0,0.45,29.15,29.87, 5.7,28,8.1,Fri,holiday
11445,20,2013-08-02,103,81,92,M,66,74,0,27,-,-,MO,0.0,0.00,29.19,29.88, 5.3,16,6.8,Fri,holiday
11446,1,2013-08-03,80,64,72,M,59,64,0, 7,-,-,MO,M,0.00,29.67,29.82, 6.2,24,6.7,Sat,holiday
11447,2,2013-08-03,75,60,68,-2,59,62,0, 3,0442,1906,MO,0.0,0.00,28.78,29.85, 9.4,25,9.7,Sat,holiday
11448,3,2013-08-03,87,74,81,-3,72,74,0,16,0532,1928,"RA,BR",0.0,0.23,29.28,29.96, 7.3,12,9.2,Sat,holiday
