,station_nbr,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
12595,19,71.0,45.0,58.0,50.0,54.0,7.0,0.0,moderate,0.0,0.0,29.18,29.93,6.0,16.0,6.8
12596,20,87.0,58.0,73.0,56.0,63.0,0.0,8.0,moderate,0.0,0.0,29.15,29.86,2.4,17.0,3.8
12598,2,74.0,51.0,63.0,50.0,56.0,2.0,0.0,moderate,0.0,0.0,28.85,29.94,9.5,31.0,10.7
12599,3,87.0,62.0,75.0,66.0,69.0,0.0,10.0,BR,0.0,0.0,29.19,29.89,9.0,16.0,9.1
12600,4,91.0,66.0,79.0,68.0,72.0,0.0,14.0,FG BR,0.0,0.0,29.2,29.86,2.8,16.0,4.1
12602,6,90.0,62.0,76.0,70.0,73.0,0.0,11.0,FG+ BR,0.0,0.0,29.36,29.86,4.7,16.0,5.1
12603,7,88.0,60.0,74.0,58.0,64.0,0.0,9.0,moderate,0.0,0.0,28.52,29.85,13.5,16.0,13.2
12607,11,81.0,63.0,72.0,63.0,67.0,0.0,7.0,moderate,0.0,0.0,30.03,30.08,3.8,5.0,4.8
12608,12,81.0,67.0,74.0,63.0,67.0,0.0,9.0,moderate,0.0,0.0,30.02,30.08,4.4,5.0,4.8
12610,14,88.0,56.0,72.0,60.0,65.0,0.0,7.0,moderate,0.0,0.0,28.52,29.86,11.7,15.0,11.4
12611,15,79.0,43.0,61.0,50.0,54.0,4.0,0.0,FG+ BR,0.0,0.0,29.55,29.92,2.3,30.0,2.6
12613,17,88.0,60.0,74.0,65.0,69.0,0.0,9.0,BR,0.0,0.0,29.26,29.93,4.9,17.0,4.9
12614,18,91.0,70.0,81.0,67.0,71.0,0.0,16.0,FG BR,0.0,0.0,29.38,29.88,9.7,15.0,9.7
12615,19,82.0,57.0,70.0,59.0,63.0,0.0,5.0,moderate,0.0,0.0,29.15,29.88,11.2,23.0,11.3
12616,20,90.0,66.0,78.0,66.0,70.0,0.0,13.0,BR,0.0,0.0,29.18,29.87,7.6,15.0,7.8
12618,2,75.0,56.0,66.0,54.0,59.0,0.0,1.0,moderate,0.0,0.0,28.84,29.92,11.8,28.0,12.2
12619,3,86.0,69.0,78.0,69.0,72.0,0.0,13.0,moderate,0.0,0.0,29.19,29.89,10.7,16.0,11.0
12623,7,85.0,70.0,78.0,65.0,69.0,0.0,13.0,BR HZ,0.0,0.0,28.51,29.86,15.9,16.0,16.0
12627,11,82.0,61.0,72.0,64.0,66.0,0.0,7.0,moderate,0.0,0.0,30.05,30.09,4.1,5.0,4.4
12628,12,82.0,64.0,73.0,64.0,68.0,0.0,8.0,moderate,0.0,0.0,30.04,30.09,3.6,5.0,4.0
12630,14,87.0,69.0,78.0,67.0,70.0,0.0,13.0,BR,0.0,0.0,28.51,29.86,12.4,16.0,12.6
12631,15,79.0,44.0,62.0,53.0,57.0,3.0,0.0,FG BR,0.0,0.0,29.49,29.87,3.5,28.0,3.8
12633,17,87.0,66.0,77.0,68.0,71.0,0.0,12.0,BR,0.0,0.0,29.25,29.94,7.0,17.0,7.1
12634,18,90.0,76.0,83.0,69.0,73.0,0.0,18.0,moderate,0.0,0.0,29.39,29.9,13.1,15.0,13.4
12635,19,73.0,51.0,62.0,48.0,55.0,3.0,0.0,moderate,0.0,0.0,29.31,30.04,3.1,11.0,3.4
12636,20,89.0,74.0,82.0,69.0,72.0,0.0,17.0,moderate,0.0,0.0,29.2,29.9,9.4,15.0,9.7
12638,2,71.0,53.0,62.0,46.0,54.0,3.0,0.0,moderate,0.0,0.0,28.97,30.07,7.5,29.0,7.9
12639,3,87.0,72.0,80.0,70.0,73.0,0.0,15.0,moderate,0.0,0.0,29.1,29.81,15.6,16.0,15.9
12640,4,93.0,76.0,85.0,70.0,74.0,0.0,20.0,moderate,0.0,0.0,29.2,29.86,4.5,17.0,6.6
12642,6,91.0,74.0,83.0,71.0,74.0,0.0,18.0,BR,0.0,0.0,29.35,29.86,8.2,18.0,8.4
12643,7,89.0,71.0,80.0,65.0,70.0,0.0,15.0,moderate,0.0,0.0,28.43,29.76,19.5,18.0,20.1
12647,11,84.0,64.0,74.0,69.0,70.0,0.0,9.0,moderate,0.0,0.0,30.03,30.07,4.4,6.0,4.7
12648,12,84.0,68.0,76.0,70.0,72.0,0.0,11.0,BR,0.0,0.0,30.03,30.07,4.7,5.0,5.0
12650,14,90.0,71.0,81.0,67.0,71.0,0.0,16.0,moderate,0.0,0.0,28.43,29.77,16.2,18.0,16.8
12651,15,77.0,43.0,60.0,48.0,53.0,5.0,0.0,FG+ BR,0.0,0.0,29.65,30.04,1.1,31.0,1.8
12653,17,89.0,71.0,80.0,69.0,72.0,0.0,15.0,moderate,0.0,0.0,29.16,29.85,9.7,17.0,9.8
12654,18,92.0,76.0,84.0,69.0,73.0,0.0,19.0,moderate,0.0,0.0,29.34,29.85,13.3,17.0,13.8
12655,19,77.0,58.0,68.0,63.0,64.0,0.0,3.0,TSRA RA BR,0.0,0.7,29.16,29.91,4.1,18.0,5.9
12656,20,91.0,75.0,83.0,70.0,73.0,0.0,18.0,moderate,0.0,0.0,29.15,29.85,7.5,16.0,9.0
12658,2,65.0,53.0,59.0,51.0,54.0,6.0,0.0,RA BR,0.0,0.36,28.98,30.07,1.4,33.0,3.4
12659,3,88.0,73.0,81.0,69.0,72.0,0.0,16.0,moderate,0.0,0.0,29.1,29.8,15.0,17.0,15.2
12660,4,92.0,73.0,83.0,70.0,73.0,0.0,18.0,moderate,0.0,0.0,29.19,29.86,5.4,17.0,7.5
12662,6,91.0,70.0,81.0,70.0,73.0,0.0,16.0,BR,0.0,0.0,29.35,29.86,9.3,18.0,9.6
12663,7,86.0,58.0,72.0,64.0,68.0,0.0,7.0,TS TSRA VCTS,0.0,0.69,28.46,29.78,14.4,18.0,19.7
12667,11,87.0,66.0,77.0,70.0,72.0,0.0,12.0,MIFG BR,0.0,0.0,30.03,30.08,3.5,7.0,3.9
12668,12,87.0,70.0,79.0,71.0,73.0,0.0,14.0,moderate,0.0,0.0,30.03,30.08,3.6,8.0,3.7
12670,14,86.0,60.0,73.0,66.0,70.0,0.0,8.0,moderate,0.0,0.43,28.46,29.78,13.4,17.0,17.1
12673,17,89.0,74.0,82.0,68.0,72.0,0.0,17.0,moderate,0.0,0.0,29.17,29.85,11.1,18.0,11.4
12674,18,90.0,76.0,83.0,67.0,72.0,0.0,18.0,moderate,0.0,0.0,29.34,29.85,13.4,17.0,13.8
12675,19,69.0,60.0,65.0,62.0,62.0,0.0,0.0,RA FG+ FG BR,0.0,0.05,29.23,29.97,3.6,5.0,5.5
12676,20,89.0,74.0,82.0,68.0,72.0,0.0,17.0,moderate,0.0,0.0,29.15,29.85,9.1,16.0,9.7
12678,2,66.0,57.0,62.0,56.0,58.0,3.0,0.0,RA BR,0.0,0.07,29.0,30.1,1.3,5.0,1.7
12680,4,90.0,62.0,76.0,61.0,67.0,0.0,11.0,moderate,0.0,0.0,29.28,29.94,2.9,36.0,6.4
12682,6,89.0,62.0,76.0,62.0,67.0,0.0,11.0,BR,0.0,0.0,29.44,29.93,4.5,1.0,7.7
12683,7,65.0,49.0,57.0,39.0,48.0,8.0,0.0,TSRA RA HZ VCTS,0.0,0.07,28.69,30.05,11.2,34.0,12.8
12687,11,85.0,67.0,76.0,70.0,72.0,0.0,11.0,BR,0.0,0.0,30.01,30.05,4.8,6.0,5.1
12688,12,86.0,70.0,78.0,71.0,73.0,0.0,13.0,BR,0.0,0.0,30.01,30.05,4.6,6.0,4.7
12690,14,65.0,48.0,57.0,40.0,49.0,8.0,0.0,TSRA,0.0,0.46,28.67,30.04,13.0,34.0,14.6
12691,15,65.0,56.0,61.0,51.0,55.0,4.0,0.0,moderate,0.0,0.0,29.72,30.11,0.7,36.0,1.0
12694,18,81.0,53.0,67.0,55.0,59.0,0.0,2.0,TSRA RA BR HZ,0.0,0.41,29.51,29.99,4.3,34.0,11.7
12695,19,71.0,62.0,67.0,64.0,65.0,0.0,2.0,TSRA RA FG+ FG BR,0.0,1.19,29.09,29.85,3.4,18.0,4.7
12696,20,79.0,52.0,66.0,56.0,59.0,0.0,1.0,RA BR,0.0,0.35,29.3,29.98,6.3,34.0,11.3
12699,3,68.0,48.0,58.0,42.0,50.0,7.0,0.0,moderate,0.0,0.0,29.29,30.01,8.7,29.0,9.1
12700,4,82.0,55.0,69.0,44.0,56.0,0.0,4.0,TS TSRA RA BR,0.0,0.43,29.41,30.08,4.4,35.0,4.8
12702,6,81.0,51.0,66.0,48.0,56.0,0.0,1.0,TSRA RA BR,0.0,0.76,29.57,30.08,6.8,36.0,7.6
12703,7,70.0,46.0,58.0,33.0,46.0,7.0,0.0,HZ,0.0,0.0,28.71,30.07,8.5,31.0,9.7
12707,11,88.0,70.0,79.0,72.0,74.0,0.0,14.0,FG+ BR,0.0,0.02,29.92,29.94,4.9,12.0,5.2
12710,14,71.0,47.0,59.0,35.0,47.0,6.0,0.0,moderate,0.0,0.0,28.69,30.07,10.3,32.0,10.5
12711,15,58.0,48.0,53.0,49.0,50.0,12.0,0.0,RA BR,0.0,0.17,29.82,30.2,2.3,6.0,2.7
12713,17,69.0,45.0,57.0,42.0,49.0,8.0,0.0,moderate,0.0,0.0,29.37,30.05,1.2,30.0,3.1
12714,18,77.0,51.0,64.0,41.0,53.0,1.0,0.0,moderate,0.0,0.0,29.55,30.06,6.2,32.0,6.7
12715,19,65.0,47.0,56.0,45.0,50.0,9.0,0.0,RA,0.0,0.16,28.97,29.74,7.9,24.0,8.7
12716,20,75.0,50.0,63.0,41.0,52.0,2.0,0.0,moderate,0.0,0.0,29.36,30.06,9.4,30.0,9.7
12719,3,75.0,45.0,60.0,43.0,51.0,5.0,0.0,moderate,0.0,0.0,29.39,30.1,0.9,33.0,2.8
12720,4,85.0,55.0,70.0,45.0,56.0,0.0,5.0,moderate,0.0,0.0,29.4,30.1,1.2,30.0,2.3
12722,6,85.0,47.0,66.0,46.0,55.0,0.0,1.0,moderate,0.0,0.0,29.57,30.09,0.2,5.0,1.2
12723,7,76.0,42.0,59.0,37.0,49.0,6.0,0.0,HZ,0.0,0.0,28.74,30.12,1.9,11.0,3.8
12727,11,88.0,73.0,81.0,72.0,74.0,0.0,16.0,TSRA,0.0,0.62,29.78,29.82,1.6,7.0,3.5
12728,12,88.0,73.0,81.0,72.0,74.0,0.0,16.0,RA BR,0.0,0.8,29.78,29.82,2.3,11.0,4.0
12730,14,77.0,48.0,63.0,39.0,50.0,2.0,0.0,moderate,0.0,0.0,28.74,30.11,1.1,4.0,4.6
12731,15,74.0,52.0,63.0,57.0,58.0,2.0,0.0,RA FG BR,0.0,0.8,29.59,29.94,3.0,21.0,5.3
12733,17,75.0,42.0,59.0,43.0,50.0,6.0,0.0,moderate,0.0,0.0,29.46,30.15,1.1,1.0,1.5
12734,18,83.0,51.0,67.0,43.0,54.0,0.0,2.0,moderate,0.0,0.0,29.57,30.09,1.6,2.0,2.7
12736,20,82.0,51.0,67.0,41.0,53.0,0.0,2.0,moderate,0.0,0.0,29.38,30.09,2.8,32.0,3.8
12738,2,62.0,48.0,55.0,39.0,47.0,10.0,0.0,moderate,0.0,0.0,29.06,30.21,8.0,31.0,10.3
12739,3,75.0,48.0,62.0,49.0,54.0,3.0,0.0,moderate,0.0,0.0,29.33,30.06,7.8,14.0,8.0
12740,4,85.0,53.0,69.0,48.0,57.0,0.0,4.0,moderate,0.0,0.0,29.34,30.03,1.1,16.0,1.8
12742,6,83.0,49.0,66.0,50.0,56.0,0.0,1.0,moderate,0.0,0.0,29.5,30.03,1.1,18.0,1.9
12743,7,78.0,51.0,65.0,42.0,53.0,0.0,0.0,moderate,0.0,0.0,28.65,30.02,12.5,16.0,12.7
12747,11,79.0,63.0,71.0,69.0,70.0,0.0,6.0,RA BR,0.0,0.28,29.85,29.92,8.6,1.0,8.7
12748,12,82.0,66.0,74.0,69.0,71.0,0.0,9.0,RA BR,0.0,1.68,29.83,29.9,8.8,1.0,9.3
12750,14,78.0,47.0,63.0,45.0,53.0,2.0,0.0,moderate,0.0,0.0,28.65,30.03,9.7,15.0,10.0
12751,15,65.0,34.0,50.0,39.0,46.0,15.0,0.0,moderate,0.0,0.0,29.77,30.2,5.4,31.0,6.1
12753,17,76.0,45.0,61.0,48.0,54.0,4.0,0.0,BR,0.0,0.0,29.39,30.1,4.4,15.0,4.5
12754,18,82.0,53.0,68.0,45.0,56.0,0.0,3.0,moderate,0.0,0.0,29.52,30.04,5.9,13.0,6.2
12755,19,72.0,43.0,58.0,49.0,53.0,7.0,0.0,moderate,0.0,0.0,29.39,30.12,6.1,16.0,6.5
12756,20,82.0,50.0,66.0,45.0,55.0,0.0,1.0,moderate,0.0,0.0,29.33,30.04,3.7,13.0,4.3
12758,2,59.0,43.0,51.0,40.0,45.0,14.0,0.0,moderate,0.0,0.0,29.29,30.41,7.1,5.0,7.4
12759,3,78.0,49.0,64.0,52.0,57.0,1.0,0.0,moderate,0.0,0.0,29.31,30.02,8.1,15.0,8.4
12760,4,85.0,55.0,70.0,55.0,61.0,0.0,5.0,moderate,0.0,0.0,29.31,30.0,3.0,15.0,3.7
12762,6,84.0,49.0,67.0,55.0,60.0,0.0,2.0,moderate,0.0,0.0,29.48,30.0,4.0,16.0,4.5
12763,7,81.0,57.0,69.0,48.0,56.0,0.0,4.0,HZ,0.0,0.0,28.61,29.98,15.2,16.0,15.5
12770,14,82.0,55.0,69.0,50.0,57.0,0.0,4.0,moderate,0.0,0.0,28.61,29.98,11.9,16.0,12.2
12771,15,63.0,30.0,47.0,37.0,42.0,18.0,0.0,FG+ FG BR,0.0,0.0,30.04,30.44,0.2,16.0,0.6
12773,17,80.0,48.0,64.0,52.0,57.0,1.0,0.0,moderate,0.0,0.0,29.37,30.07,3.6,16.0,4.0
12774,18,84.0,60.0,72.0,52.0,60.0,0.0,7.0,moderate,0.0,0.0,29.49,30.01,9.8,14.0,10.2
12775,19,69.0,49.0,59.0,47.0,52.0,6.0,0.0,moderate,0.0,0.0,29.44,30.19,5.3,16.0,6.0
12776,20,84.0,54.0,69.0,52.0,59.0,0.0,4.0,moderate,0.0,0.0,29.3,30.01,5.5,14.0,6.3
12778,2,57.0,45.0,51.0,46.0,48.0,14.0,0.0,moderate,0.0,0.0,29.18,30.27,4.9,4.0,5.9
12779,3,80.0,53.0,67.0,56.0,61.0,0.0,2.0,moderate,0.0,0.0,29.22,29.95,9.7,15.0,10.2
12780,4,86.0,63.0,75.0,62.0,66.0,0.0,10.0,moderate,0.0,0.0,29.26,29.95,3.9,16.0,4.9
12782,6,86.0,56.0,71.0,61.0,65.0,0.0,6.0,BR,0.0,0.0,29.42,29.95,6.2,16.0,6.4
12783,7,81.0,61.0,71.0,53.0,60.0,0.0,6.0,HZ,0.0,0.0,28.53,29.9,17.0,16.0,17.1
12787,11,82.0,60.0,71.0,61.0,64.0,0.0,6.0,moderate,0.0,0.0,30.0,30.04,2.2,34.0,2.7
12788,12,83.0,63.0,73.0,61.0,65.0,0.0,8.0,moderate,0.0,0.0,29.99,30.04,2.4,33.0,3.2
12790,14,82.0,58.0,70.0,56.0,61.0,0.0,5.0,moderate,0.0,0.0,28.53,29.91,14.1,16.0,14.4
12791,15,61.0,38.0,50.0,43.0,45.0,15.0,0.0,FG+ FG,0.0,0.0,29.92,30.29,0.3,13.0,0.5
12793,17,82.0,52.0,67.0,56.0,61.0,0.0,2.0,moderate,0.0,0.0,29.28,29.99,6.8,17.0,7.0
12794,18,85.0,63.0,74.0,58.0,64.0,0.0,9.0,moderate,0.0,0.0,29.43,29.96,11.5,15.0,11.7
12795,19,69.0,45.0,57.0,53.0,55.0,8.0,0.0,MIFG BCFG BR,0.0,0.0,29.36,30.13,2.9,13.0,3.2
12796,20,84.0,58.0,71.0,58.0,63.0,0.0,6.0,moderate,0.0,0.0,29.23,29.95,8.4,15.0,8.5
12798,2,67.0,48.0,58.0,44.0,51.0,7.0,0.0,moderate,0.0,0.0,29.05,30.15,6.9,3.0,7.4
12800,4,88.0,72.0,80.0,70.0,73.0,0.0,15.0,RA BR,0.0,0.03,29.2,29.87,3.6,16.0,5.6
12803,7,86.0,64.0,75.0,56.0,63.0,0.0,10.0,BR,0.0,0.0,28.45,29.79,14.2,19.0,15.1
12807,11,84.0,60.0,72.0,61.0,64.0,0.0,7.0,BR,0.0,0.0,29.96,29.99,3.0,28.0,3.2
12808,12,85.0,62.0,74.0,61.0,65.0,0.0,9.0,moderate,0.0,0.0,29.95,29.99,3.1,32.0,3.2
12810,14,86.0,64.0,75.0,59.0,64.0,0.0,10.0,moderate,0.0,0.0,28.45,29.79,12.0,19.0,12.9
12811,15,71.0,40.0,56.0,46.0,49.0,9.0,0.0,FG+ BR,0.0,0.0,29.78,30.16,0.5,36.0,1.1
12813,17,84.0,60.0,72.0,63.0,67.0,0.0,7.0,moderate,0.0,0.0,29.17,29.86,9.4,18.0,9.6
12814,18,88.0,70.0,79.0,66.0,70.0,0.0,14.0,moderate,0.0,0.0,29.35,29.87,11.9,17.0,12.2
12815,19,69.0,50.0,60.0,53.0,57.0,5.0,0.0,BCFG BR,0.0,0.0,29.28,30.03,7.5,14.0,7.7
12816,20,86.0,68.0,77.0,67.0,70.0,0.0,12.0,moderate,0.0,0.0,29.16,29.86,8.6,16.0,8.9
12819,3,74.0,56.0,65.0,54.0,59.0,0.0,0.0,TS,0.0,0.17,29.35,30.03,8.0,1.0,10.8
12820,4,92.0,70.0,81.0,71.0,74.0,0.0,16.0,RA BR,0.0,2.02,29.28,29.94,2.3,15.0,5.5
12822,6,92.0,74.0,83.0,73.0,75.0,0.0,18.0,TSRA RA BR,0.0,0.94,29.44,29.93,4.7,16.0,6.9
12823,7,75.0,55.0,65.0,46.0,55.0,0.0,0.0,BR,0.0,0.0,28.7,30.03,9.7,3.0,11.0
12827,11,85.0,58.0,72.0,60.0,64.0,0.0,7.0,moderate,0.0,0.0,29.96,30.01,2.1,30.0,2.6
12828,12,86.0,62.0,74.0,60.0,65.0,0.0,9.0,BR,0.0,0.0,29.96,30.01,2.3,34.0,2.6
12830,14,77.0,58.0,68.0,49.0,57.0,0.0,3.0,BR,0.0,0.0,28.69,30.02,10.8,3.0,12.5
12831,15,55.0,37.0,46.0,46.0,47.0,19.0,0.0,BR,0.0,0.0,29.93,30.34,2.6,8.0,2.7
12833,17,76.0,59.0,68.0,54.0,60.0,0.0,3.0,moderate,0.0,0.06,29.41,30.07,7.9,2.0,8.3
12835,19,70.0,46.0,58.0,51.0,56.0,7.0,0.0,TSRA RA BR,0.0,0.22,29.28,30.01,7.1,21.0,8.6
12838,2,54.0,42.0,48.0,45.0,47.0,17.0,0.0,moderate,0.0,0.0,29.29,30.41,5.1,6.0,5.4
12840,4,76.0,67.0,72.0,69.0,70.0,0.0,7.0,TSRA RA BR,0.0,4.22,29.41,30.08,2.5,9.0,4.4
12842,6,77.0,68.0,73.0,71.0,71.0,0.0,8.0,TSRA RA BR,0.0,3.16,29.57,30.06,6.5,8.0,7.2
12843,7,72.0,55.0,64.0,56.0,60.0,1.0,0.0,HZ,0.0,0.0,28.81,30.17,5.1,7.0,7.3
12847,11,86.0,60.0,73.0,63.0,66.0,0.0,8.0,BR,0.0,0.0,30.02,30.07,2.4,2.0,3.3
12848,12,86.0,63.0,75.0,63.0,67.0,0.0,10.0,moderate,0.0,0.0,30.01,30.06,4.0,4.0,4.9
12851,15,58.0,36.0,47.0,42.0,44.0,18.0,0.0,FG+ FG BR,0.0,0.0,30.04,30.43,1.0,14.0,1.4
12853,17,77.0,63.0,70.0,57.0,62.0,0.0,5.0,moderate,0.0,0.0,29.54,30.22,5.8,6.0,6.5
12855,19,62.0,42.0,52.0,40.0,46.0,13.0,0.0,moderate,0.0,0.0,29.61,30.34,3.9,31.0,4.8
12858,2,63.0,39.0,51.0,40.0,46.0,14.0,0.0,moderate,0.0,0.0,29.23,30.33,4.1,24.0,5.1
12859,3,66.0,59.0,63.0,60.0,61.0,2.0,0.0,RA BR,0.0,0.85,29.28,30.02,9.5,15.0,9.9
12860,4,78.0,72.0,75.0,70.0,72.0,0.0,10.0,RA BR,0.0,0.42,29.31,29.99,3.2,14.0,4.9
12862,6,80.0,71.0,76.0,71.0,72.0,0.0,11.0,RA BR,0.0,0.26,29.47,29.99,4.5,15.0,5.2
12863,7,71.0,62.0,67.0,62.0,64.0,0.0,2.0,TSRA RA BR HZ,0.0,1.25,28.59,29.96,14.4,15.0,15.1
12868,12,78.0,68.0,73.0,66.0,68.0,0.0,8.0,RA BR,0.0,0.01,30.0,30.04,9.1,35.0,9.5
12870,14,71.0,63.0,67.0,64.0,65.0,0.0,2.0,RA BR,0.0,1.5,28.59,29.97,11.6,15.0,13.1
12871,15,66.0,32.0,49.0,42.0,45.0,16.0,0.0,FG+ FG BR,0.0,0.0,29.95,30.32,1.2,17.0,1.3
12873,17,67.0,59.0,63.0,59.0,61.0,2.0,0.0,RA BR,0.0,0.97,29.34,30.06,7.2,15.0,8.2
12874,18,75.0,70.0,73.0,69.0,70.0,0.0,8.0,RA DZ BR HZ,0.0,0.77,29.47,30.0,10.6,15.0,11.5
12875,19,59.0,41.0,50.0,43.0,47.0,15.0,0.0,moderate,0.0,0.0,29.54,30.32,6.1,10.0,7.8
12876,20,75.0,70.0,73.0,69.0,70.0,0.0,8.0,RA BR,0.0,1.06,29.27,29.99,8.0,14.0,8.8
12878,2,65.0,51.0,58.0,48.0,52.0,7.0,0.0,moderate,0.0,0.0,29.14,30.23,3.3,5.0,4.9
12879,3,68.0,52.0,60.0,49.0,53.0,5.0,0.0,RA,0.0,0.06,29.31,30.02,7.5,34.0,9.8
12880,4,85.0,58.0,72.0,67.0,69.0,0.0,7.0,RA BR,0.0,0.01,29.26,29.94,0.4,27.0,4.5
12883,7,64.0,50.0,57.0,43.0,50.0,8.0,0.0,RA,0.0,0.05,28.7,30.05,12.6,36.0,13.8
12887,11,71.0,65.0,68.0,65.0,66.0,0.0,3.0,RA DZ BR,0.0,0.1,29.96,30.0,8.8,36.0,9.1
12888,12,74.0,69.0,72.0,67.0,68.0,0.0,7.0,RA BR,0.0,0.37,29.94,29.99,9.2,1.0,9.8
12890,14,66.0,52.0,59.0,45.0,51.0,6.0,0.0,moderate,0.0,0.42,28.68,30.04,15.1,36.0,15.7
12891,15,65.0,48.0,57.0,50.0,53.0,8.0,0.0,moderate,0.0,0.0,29.86,30.24,1.6,11.0,2.3
12893,17,68.0,54.0,61.0,51.0,55.0,4.0,0.0,RA BR VCTS,0.0,0.13,29.38,30.06,2.1,34.0,5.1
12894,18,79.0,55.0,67.0,62.0,64.0,0.0,2.0,RA BR,0.0,0.69,29.44,29.97,2.7,34.0,10.0
12895,19,61.0,48.0,55.0,51.0,53.0,10.0,0.0,RA BR,0.0,0.18,29.11,29.9,7.1,18.0,9.5
12896,20,78.0,54.0,66.0,63.0,64.0,0.0,1.0,RA BR,0.0,1.01,29.24,29.95,4.0,34.0,9.3
12898,2,56.0,49.0,53.0,48.0,50.0,12.0,0.0,FG+ FG BR,0.0,0.0,28.97,30.05,2.5,6.0,4.6
12899,3,61.0,42.0,52.0,41.0,47.0,13.0,0.0,RA,0.0,0.01,29.36,30.08,5.6,33.0,6.8
12900,4,62.0,54.0,58.0,55.0,57.0,7.0,0.0,RA BR,0.0,0.84,29.36,30.04,4.0,34.0,4.7
12902,6,62.0,55.0,59.0,56.0,58.0,6.0,0.0,RA DZ BR,0.0,0.93,29.51,30.03,9.8,35.0,10.1
12903,7,56.0,41.0,49.0,39.0,44.0,16.0,0.0,RA BR,0.0,0.04,28.73,30.12,6.5,35.0,7.8
12907,11,83.0,63.0,73.0,66.0,67.0,0.0,8.0,BR,0.0,0.0,29.93,29.98,2.1,4.0,3.3
12908,12,82.0,67.0,75.0,67.0,69.0,0.0,10.0,moderate,0.0,0.0,29.93,29.97,4.1,3.0,5.1
12911,15,64.0,45.0,55.0,48.0,50.0,10.0,0.0,BR,0.0,0.0,29.7,30.05,0.7,13.0,1.0
12913,17,62.0,46.0,54.0,43.0,48.0,11.0,0.0,moderate,0.0,0.01,29.42,30.11,4.3,1.0,5.4
12914,18,66.0,54.0,60.0,49.0,54.0,5.0,0.0,RA BR,0.0,0.24,29.54,30.05,8.7,36.0,9.1
12915,19,56.0,46.0,51.0,47.0,49.0,14.0,0.0,RA DZ BR,0.0,0.01,29.11,29.87,8.2,26.0,9.1
12916,20,66.0,53.0,60.0,50.0,54.0,5.0,0.0,RA BR,0.0,0.26,29.34,30.04,8.2,35.0,8.7
12918,2,68.0,50.0,59.0,55.0,57.0,6.0,0.0,RA FG+ BR,0.0,0.06,28.76,29.82,9.4,23.0,10.0
12919,3,67.0,43.0,55.0,41.0,48.0,10.0,0.0,moderate,0.0,0.0,29.29,30.03,2.6,22.0,3.7
12920,4,75.0,54.0,65.0,48.0,55.0,0.0,0.0,moderate,0.0,0.0,29.34,30.05,1.2,2.0,2.8
12922,6,73.0,51.0,62.0,50.0,55.0,3.0,0.0,moderate,0.0,0.0,29.51,30.04,4.9,1.0,5.4
12923,7,68.0,39.0,54.0,39.0,46.0,11.0,0.0,BR HZ,0.0,0.0,28.64,30.04,2.7,23.0,3.8
12927,11,87.0,62.0,75.0,67.0,69.0,0.0,10.0,BR,0.0,0.0,29.91,29.95,0.5,18.0,2.3
12928,12,87.0,66.0,77.0,67.0,70.0,0.0,12.0,BR,0.0,0.0,29.91,29.95,1.0,10.0,2.0
12930,14,70.0,39.0,55.0,41.0,48.0,10.0,0.0,moderate,0.0,0.0,28.64,30.03,1.1,22.0,3.2
12931,15,74.0,45.0,60.0,47.0,52.0,5.0,0.0,RA FG+ BR,0.0,0.01,29.44,29.8,1.0,27.0,2.3
12933,17,68.0,39.0,54.0,44.0,48.0,11.0,0.0,BR,0.0,0.0,29.36,30.05,1.1,20.0,2.1
12934,18,74.0,48.0,61.0,45.0,52.0,4.0,0.0,moderate,0.0,0.0,29.52,30.05,0.3,13.0,3.5
12935,19,52.0,42.0,47.0,43.0,45.0,18.0,0.0,RA BR,0.0,0.1,29.1,29.86,4.4,28.0,6.0
12936,20,72.0,46.0,59.0,45.0,52.0,6.0,0.0,BR,0.0,0.0,29.32,30.04,1.0,30.0,4.6
12938,2,62.0,47.0,55.0,45.0,51.0,10.0,0.0,moderate,0.0,0.01,28.67,29.78,10.2,27.0,12.1
12939,3,56.0,39.0,48.0,41.0,44.0,17.0,0.0,RA BR,0.0,0.19,29.35,30.07,10.1,35.0,10.6
12940,4,72.0,55.0,64.0,57.0,60.0,1.0,0.0,RA,0.0,0.01,29.26,29.96,1.3,11.0,2.9
12943,7,54.0,36.0,45.0,39.0,43.0,20.0,0.0,RA BR HZ,0.0,0.15,28.71,30.08,10.3,2.0,12.9
12948,12,89.0,68.0,79.0,69.0,72.0,0.0,14.0,moderate,0.0,0.0,29.9,29.95,3.3,19.0,4.3
12950,14,56.0,38.0,47.0,42.0,45.0,18.0,0.0,RA BR,0.0,0.07,28.69,30.06,10.3,1.0,12.6
12951,15,66.0,44.0,55.0,46.0,51.0,10.0,0.0,RA BR,0.0,0.18,29.36,29.74,5.6,27.0,6.2
12953,17,56.0,40.0,48.0,43.0,45.0,17.0,0.0,RA BR,0.0,0.18,29.41,30.09,7.1,2.0,7.7
12954,18,72.0,53.0,63.0,50.0,55.0,2.0,0.0,HZ,0.0,0.04,29.48,29.99,2.7,12.0,8.9
12955,19,51.0,41.0,46.0,38.0,43.0,19.0,0.0,moderate,0.0,0.0,29.13,29.89,8.9,26.0,9.3
12958,2,62.0,41.0,52.0,39.0,46.0,13.0,0.0,RA BR,0.0,0.02,28.82,29.9,6.8,22.0,7.7
