,units
44990,42
44991,1
44992,33
44993,3
44994,33
44995,3
44996,35
44997,39
44998,2
44999,59
45000,1
45001,30
45002,2
45003,25
45004,2
45005,3
45006,2
45007,24
45008,44
45009,2
45010,33
45011,2
45012,59
45013,37
45014,2
45015,2
45016,1
45017,35
45018,1
45019,2
45020,43
45021,3
45022,1
45023,42
45024,1
45025,1
45026,2
45027,1
45028,27
45029,45
45030,55
45031,1
45032,44
45033,3
45034,1
45035,6
45036,32
45037,4
45038,42
45039,41
45040,1
45041,7
45042,1
45043,1
45044,1
45045,1
45046,53
45047,1
45048,3
45049,2
45050,46
45051,2
45052,1
45053,32
45054,1
45055,37
45056,1
45057,2
45058,30
45059,2
45060,1
45061,46
45062,4
45063,30
45064,33
45065,1
45066,36
45067,17
45068,29
45069,1
45070,23
45071,1
45072,32
45073,29
45074,2
45075,55
45076,6
45077,1
45078,26
45079,2
45080,2
45081,3
45082,3
45083,47
45084,6
45085,6
45086,40
45087,3
45088,53
45089,1
45090,1
45091,6
45092,55
45093,46
45094,2
45095,4
45096,33
45097,2
45098,1
45099,39
45100,4
45101,1
45102,2
45103,51
45104,5
45105,50
45106,1
45107,28
45108,1
45109,28
45110,1
45111,2
45112,2
45113,33
45114,1
45115,1
45116,37
45117,3
45118,2
45119,2
45120,26
45121,3
45122,2
45123,36
45124,24
45125,2
45126,41
45127,2
45128,36
45129,1
45130,38
45131,1
45132,42
45133,1
45134,1
45135,23
45136,2
45137,25
45138,2
45139,3
45140,44
45141,5
45142,2
45143,30
45144,1
45145,30
45146,1
45147,1
45148,43
45149,3
45150,45
45151,4
45152,11
45153,2
45154,41
45155,1
45156,3
45157,35
45158,3
45159,44
45160,3
45161,63
45162,45
45163,4
45164,2
45165,45
45166,51
45167,46
45168,38
45169,2
45170,46
45171,37
45172,4
45173,50
45174,2
45175,38
45176,1
45177,45
45178,2
45179,41
45180,3
45181,23
45182,31
45183,1
45184,30
45185,29
45186,1
45187,28
45188,1
45189,24
45190,1
45191,27
45192,43
45193,2
45194,42
45195,36
45196,1
45197,4
45198,29
45199,1
45200,5
45201,33
45202,37
45203,3
45204,47
45205,2
45206,43
45207,1
45208,1
45209,7
45210,4
45211,48
45212,1
45213,42
45214,1
45215,29
45216,32
45217,2
45218,2
45219,39
45220,1
45221,51
45222,40
45223,6
45224,9
45225,38
45226,3
45227,34
45228,1
45229,6
45230,44
45231,2
45232,51
45233,1
45234,56
45235,37
45236,1
45237,3
45238,1
45239,2
45240,2
45241,42
45242,38
45243,48
45244,34
45245,37
45246,1
45247,38
45248,5
45249,1
45250,34
45251,3
45252,38
45253,1
45254,4
45255,44
45256,38
45257,6
45258,46
45259,33
45260,32
45261,1
45262,38
45263,36
45264,2
45265,46
45266,35
45267,1
45268,41
45269,41
45270,3
45271,5
45272,6
45273,41
45274,2
45275,45
45276,2
45277,43
45278,3
45279,1
45280,2
45281,52
45282,1
45283,1
45284,48
45285,2
45286,40
45287,4
45288,44
45289,1
45290,51
45291,1
45292,51
45293,4
45294,2
45295,2
45296,4
45297,2
45298,31
45299,7
45300,30
45301,4
45302,1
45303,30
45304,2
45305,38
45306,3
45307,39
45308,5
45309,1
45310,35
45311,35
45312,3
45313,3
45314,45
45315,40
45316,35
45317,4
45318,49
45319,3
45320,3
45321,33
45322,2
45323,48
45324,37
45325,12
45326,42
45327,33
45328,1
45329,36
45330,2
45331,1
45332,54
45333,2
45334,42
45335,18
45336,30
45337,4
45338,60
45339,52
45340,36
45341,1
45342,53
45343,2
45344,1
45345,42
45346,1
45347,4
45348,4
45349,38
45350,2
45351,56
45352,1
45353,46
45354,50
45355,5
45356,37
45357,53
45358,1
45359,8
45360,31
45361,1
45362,32
45363,2
45364,28
45365,47
45366,49
45367,1
45368,39
45369,2
45370,22
45371,40
45372,2
45373,2
45374,29
45375,1
45376,2
45377,37
45378,35
45379,46
45380,1
45381,34
45382,2
45383,2
45384,38
45385,2
45386,1
45387,1
45388,43
45389,4
45390,2
45391,46
45392,4
45393,48
45394,7
45395,49
45396,31
45397,1
45398,24
45399,10
45400,1
45401,28
45402,4
45403,1
45404,41
45405,3
45406,33
45407,4
45408,23
45409,1
45410,33
45411,5
45412,49
45413,47
45414,8
45415,40
45416,30
45417,6
45418,49
45419,2
45420,40
45421,1
45422,9
45423,4
45424,24
45425,2
45426,45
45427,1
45428,28
45429,12
45430,37
45431,2
45432,34
45433,3
45434,31
45435,1
45436,32
45437,1
45438,12
45439,43
45440,2
45441,63
45442,54
45443,48
45444,6
45445,3
45446,47
45447,9
45448,3
45449,1
45450,14
45451,2
45452,47
45453,43
45454,10
45455,43
45456,13
45457,54
45458,32
45459,34
45460,40
45461,7
45462,2
45463,33
45464,2
45465,9
45466,27
45467,1
45468,37
45469,4
45470,2
45471,35
45472,1
45473,6
45474,43
45475,3
45476,37
45477,6
45478,29
45479,42
45480,23
45481,2
45482,56
45483,46
45484,34
45485,2
45486,49
45487,9
45488,27
45489,2
45490,33
45491,1
45492,4
45493,51
45494,40
45495,1
45496,55
45497,1
45498,7
45499,36
45500,5
45501,4
45502,2
45503,40
45504,48
45505,3
45506,50
45507,3
45508,53
45509,58
45510,1
45511,43
45512,8
45513,4
45514,1
45515,2
45516,27
45517,37
45518,2
45519,40
45520,3
45521,32
45522,1
45523,38
45524,3
45525,3
45526,33
45527,33
45528,52
45529,4
45530,37
45531,1
45532,55
45533,33
45534,4
45535,3
45536,24
45537,30
45538,1
45539,11
45540,44
45541,52
45542,48
45543,3
45544,3
45545,38
45546,4
45547,54
45548,2
45549,2
45550,34
45551,11
45552,50
45553,41
45554,11
45555,35
45556,2
45557,1
45558,2
45559,1
45560,41
45561,5
45562,37
45563,5
45564,47
45565,3
45566,49
45567,5
45568,1
45569,35
45570,31
45571,42
45572,30
45573,2
45574,35
45575,1
45576,31
45577,36
45578,51
45579,42
45580,31
45581,5
45582,33
45583,30
45584,1
45585,2
45586,3
45587,2
45588,27
45589,1
45590,3
45591,5
45592,58
45593,44
45594,2
45595,26
45596,4
45597,26
45598,1
45599,4
45600,52
45601,2
45602,1
45603,1
45604,4
45605,1
45606,2
45607,11
45608,1
45609,2
45610,50
45611,1
45612,32
45613,22
45614,2
45615,32
45616,2
45617,30
45618,25
45619,3
45620,2
45621,31
45622,6
45623,27
45624,31
45625,1
45626,1
45627,1
45628,39
45629,30
45630,1
45631,1
45632,25
45633,2
45634,40
45635,5
45636,23
45637,1
45638,29
45639,28
45640,27
45641,3
45642,41
45643,34
45644,1
45645,7
45646,30
45647,2
45648,3
45649,56
45650,48
45651,3
45652,38
45653,1
45654,4
45655,50
45656,1
45657,2
45658,42
45659,32
45660,1
45661,6
45662,3
45663,1
45664,40
45665,4
45666,3
45667,48
45668,1
45669,40
45670,35
45671,5
45672,1
45673,33
45674,44
45675,2
45676,33
45677,8
45678,24
45679,3
45680,42
45681,4
45682,30
45683,1
45684,3
45685,34
45686,1
45687,31
45688,28
45689,3
45690,8
45691,30
45692,17
45693,1
45694,4
45695,27
45696,35
45697,35
45698,3
45699,38
45700,25
45701,36
45702,2
45703,37
45704,21
45705,41
45706,1
45707,2
45708,45
45709,3
45710,62
45711,3
45712,31
45713,1
45714,40
45715,36
45716,1
45717,52
45718,31
45719,2
45720,44
45721,1
45722,1
45723,1
45724,32
45725,2
45726,35
45727,10
45728,35
45729,1
45730,52
45731,1
45732,5
45733,2
45734,31
45735,46
45736,47
45737,35
45738,2
45739,30
45740,2
45741,51
45742,32
45743,1
45744,1
45745,38
45746,8
45747,34
45748,1
45749,36
45750,1
45751,3
45752,36
45753,42
45754,2
45755,45
45756,49
45757,7
45758,21
45759,1
45760,20
45761,59
45762,2
45763,4
45764,1
45765,14
45766,44
45767,2
45768,6
45769,3
45770,1
45771,54
45772,14
45773,3
45774,4
45775,47
45776,5
45777,57
45778,1
45779,40
45780,7
45781,41
45782,43
45783,41
45784,41
45785,38
45786,21
45787,5
45788,33
45789,27
45790,1
45791,53
45792,35
45793,1
45794,52
45795,34
45796,2
45797,1
45798,48
45799,1
45800,33
45801,24
45802,4
45803,39
45804,35
45805,1
45806,2
45807,2
45808,44
45809,24
45810,38
45811,1
45812,3
45813,39
45814,45
45815,2
45816,2
45817,1
45818,60
45819,1
45820,46
45821,6
45822,2
45823,2
45824,47
45825,2
45826,1
45827,49
45828,2
45829,3
45830,37
45831,1
45832,2
45833,1
45834,55
45835,2
45836,33
45837,28
45838,40
45839,43
45840,37
45841,28
45842,1
45843,37
45844,2
45845,35
45846,1
45847,38
45848,2
45849,33
45850,2
45851,33
45852,22
45853,28
45854,1
45855,44
45856,46
45857,5
45858,25
45859,2
45860,31
45861,1
45862,42
45863,3
45864,37
45865,1
45866,41
45867,1
45868,28
45869,3
45870,35
45871,3
45872,3
45873,47
45874,3
45875,43
45876,3
45877,27
45878,1
45879,36
45880,2
45881,40
45882,28
45883,35
45884,5
45885,22
45886,1
45887,31
45888,34
45889,1
45890,29
45891,2
45892,28
45893,2
45894,31
45895,33
45896,48
45897,47
45898,21
45899,1
45900,32
45901,2
45902,34
45903,7
45904,3
45905,40
45906,2
45907,42
45908,21
45909,3
45910,30
45911,43
45912,40
45913,2
45914,40
45915,46
45916,1
45917,3
45918,43
45919,10
45920,4
45921,61
45922,1
45923,34
45924,43
45925,1
45926,45
45927,1
45928,44
45929,1
45930,44
45931,3
45932,32
45933,1
45934,35
45935,2
45936,36
45937,50
45938,36
45939,1
45940,5
45941,28
45942,1
45943,23
45944,27
45945,2
45946,26
45947,4
45948,27
45949,32
45950,1
45951,37
45952,1
45953,23
45954,1
45955,20
45956,1
45957,2
45958,56
45959,43
45960,3
45961,2
45962,24
45963,3
45964,42
45965,2
45966,3
45967,50
45968,2
45969,2
45970,1
45971,49
45972,51
45973,2
45974,33
45975,2
45976,36
45977,47
45978,1
45979,1
45980,2
45981,41
45982,1
45983,30
45984,37
45985,30
45986,1
45987,45
45988,27
45989,2
45990,22
45991,1
45992,2
45993,42
45994,1
45995,1
45996,45
45997,43
45998,1
45999,28
46000,2
46001,33
46002,33
46003,1
46004,50
46005,2
46006,38
46007,1
46008,2
46009,44
46010,2
46011,9
46012,2
46013,1
46014,9
46015,4
46016,2
46017,5
46018,1
46019,42
46020,1
46021,4
46022,3
46023,1
46024,37
46025,42
46026,3
46027,44
46028,42
46029,2
46030,40
46031,1
46032,14
46033,48
46034,32
46035,1
46036,39
46037,2
46038,2
46039,39
46040,35
46041,40
46042,2
46043,24
46044,31
46045,5
46046,33
46047,43
46048,2
46049,3
46050,32
46051,3
46052,39
46053,1
46054,5
46055,27
46056,1
46057,33
46058,1
46059,29
46060,1
46061,28
46062,1
46063,33
46064,4
46065,4
46066,1
46067,1
46068,5
46069,51
46070,41
46071,34
46072,4
46073,53
46074,2
46075,27
46076,1
46077,48
46078,1
46079,47
46080,28
46081,4
46082,48
46083,1
46084,31
46085,2
46086,1
46087,2
46088,44
46089,1
46090,1
46091,2
46092,2
46093,2
46094,38
46095,31
46096,1
46097,43
46098,53
46099,39
46100,1
46101,31
46102,54
46103,41
46104,1
46105,46
46106,54
46107,3
46108,38
46109,40
46110,1
46111,1
46112,43
46113,35
46114,1
46115,42
46116,1
46117,28
46118,30
46119,2
46120,31
46121,36
46122,24
46123,2
46124,25
46125,2
46126,35
46127,3
46128,28
46129,1
46130,33
46131,1
46132,23
46133,1
46134,33
46135,1
46136,2
46137,2
46138,28
46139,41
46140,1
46141,4
46142,48
46143,6
46144,4
46145,47
46146,3
46147,1
46148,1
46149,2
46150,1
46151,39
46152,2
46153,39
46154,1
46155,1
46156,42
46157,48
46158,2
46159,34
46160,4
46161,41
46162,28
46163,49
46164,3
46165,25
46166,20
46167,1
46168,2
46169,2
46170,5
46171,49
46172,1
46173,29
46174,1
46175,24
46176,2
46177,39
46178,36
46179,2
46180,1
46181,4
46182,28
46183,2
46184,26
46185,4
46186,49
46187,2
46188,32
46189,2
46190,1
46191,37
46192,1
46193,4
46194,2
46195,3
46196,1
46197,4
46198,16
46199,47
46200,3
46201,2
46202,48
46203,47
46204,38
46205,24
46206,45
46207,53
46208,1
46209,51
46210,2
46211,36
46212,2
46213,1
46214,24
46215,1
46216,43
46217,39
46218,1
46219,44
46220,1
46221,30
46222,40
46223,1
46224,55
46225,44
46226,35
46227,1
46228,21
46229,1
46230,8
46231,53
46232,46
46233,1
46234,54
46235,38
46236,2
46237,35
46238,3
46239,34
46240,3
46241,57
46242,37
46243,2
46244,3
46245,2
46246,42
46247,2
46248,44
46249,4
46250,7
46251,58
46252,2
46253,49
46254,1
46255,4
46256,9
46257,52
46258,40
46259,2
46260,58
46261,2
46262,32
46263,1
46264,1
46265,39
46266,37
46267,3
46268,1
46269,44
46270,44
46271,2
46272,1
46273,41
46274,37
46275,46
46276,21
46277,39
46278,2
46279,46
46280,35
46281,1
46282,45
46283,1
46284,47
46285,24
46286,7
46287,37
46288,27
46289,38
46290,26
46291,5
46292,20
46293,13
46294,2
46295,54
46296,1
46297,39
46298,25
46299,3
46300,36
46301,1
46302,48
46303,6
46304,33
46305,44
46306,2
46307,42
46308,1
46309,4
46310,31
46311,1
46312,42
46313,45
46314,2
46315,39
46316,26
46317,2
46318,1
46319,52
46320,2
46321,1
46322,31
46323,1
46324,41
46325,2
46326,1
46327,36
46328,32
46329,2
46330,27
46331,3
46332,29
46333,11
46334,34
46335,43
46336,2
46337,48
46338,37
46339,1
46340,34
46341,31
46342,3
46343,4
46344,31
46345,48
46346,2
46347,42
46348,10
46349,1
46350,2
46351,56
46352,39
46353,46
46354,1
46355,55
46356,45
46357,1
46358,1
46359,41
46360,36
46361,2
46362,31
46363,2
46364,37
46365,3
46366,38
46367,1
46368,50
46369,1
46370,43
46371,3
46372,40
46373,1
46374,30
46375,1
46376,36
46377,3
46378,1
46379,38
46380,1
46381,35
46382,40
46383,6
46384,37
46385,1
46386,2
46387,38
46388,2
46389,28
46390,2
46391,2
46392,38
46393,2
46394,1
46395,1
46396,1
46397,5
46398,3
46399,2
46400,46
46401,45
46402,1
46403,1
46404,43
46405,34
46406,3
46407,41
46408,1
46409,33
46410,2
46411,52
46412,3
46413,38
46414,2
46415,41
46416,2
46417,44
46418,2
46419,43
46420,2
46421,43
46422,27
46423,1
46424,29
46425,2
46426,1
46427,43
46428,2
46429,31
46430,3
46431,58
46432,1
46433,4
46434,29
46435,1
46436,44
46437,1
46438,1
46439,41
46440,33
46441,3
46442,33
46443,1
46444,1
46445,1
46446,53
46447,4
46448,33
46449,1
46450,45
46451,1
46452,1
46453,2
46454,53
46455,1
46456,2
46457,1
46458,24
46459,1
46460,34
46461,2
46462,3
46463,47
46464,40
46465,1
46466,43
46467,3
46468,55
46469,3
46470,45
46471,1
46472,35
46473,3
46474,1
46475,38
46476,2
46477,34
46478,2
46479,26
46480,18
46481,40
46482,38
46483,2
46484,29
46485,3
46486,26
46487,2
46488,28
46489,2
46490,30
46491,5
46492,29
46493,3
46494,3
46495,1
46496,45
46497,1
46498,44
46499,5
46500,42
46501,1
46502,6
46503,51
46504,4
46505,50
46506,53
46507,2
46508,37
46509,1
46510,1
46511,51
46512,3
46513,53
46514,1
46515,48
46516,43
46517,4
46518,41
46519,5
46520,43
46521,2
46522,49
46523,47
46524,24
46525,2
46526,45
46527,1
46528,36
46529,37
46530,1
46531,3
46532,23
46533,1
46534,22
46535,27
46536,32
46537,46
46538,1
46539,26
46540,1
46541,42
46542,2
46543,30
46544,3
46545,30
46546,1
46547,39
46548,9
46549,1
46550,11
46551,32
46552,1
46553,1
46554,40
46555,4
46556,39
46557,2
46558,26
46559,2
46560,42
46561,2
46562,2
46563,3
46564,37
46565,2
46566,5
46567,1
46568,43
46569,2
46570,2
46571,9
46572,31
46573,46
46574,1
46575,2
46576,28
46577,37
46578,1
46579,6
46580,2
46581,1
46582,25
46583,1
46584,37
46585,46
46586,19
46587,2
46588,32
46589,23
46590,6
46591,39
46592,34
46593,27
46594,30
46595,1
46596,32
46597,5
46598,2
46599,21
46600,4
46601,38
46602,41
46603,4
46604,27
46605,8
46606,38
46607,1
46608,34
46609,2
46610,5
46611,1
46612,2
46613,36
46614,1
46615,45
46616,2
46617,3
46618,41
46619,3
46620,32
46621,2
46622,57
46623,1
46624,37
46625,4
46626,38
46627,1
46628,42
46629,2
46630,21
46631,35
46632,30
46633,50
46634,1
46635,40
46636,1
46637,32
46638,2
46639,5
46640,33
46641,22
46642,1
46643,1
46644,45
46645,1
46646,46
46647,28
46648,46
46649,50
46650,4
46651,37
46652,2
46653,35
46654,4
46655,39
46656,1
46657,2
46658,2
46659,54
46660,2
46661,37
46662,3
46663,4
46664,46
46665,1
46666,5
46667,1
46668,29
46669,3
46670,43
46671,1
46672,24
46673,46
46674,3
46675,58
46676,35
46677,4
46678,40
46679,3
46680,28
46681,34
46682,31
46683,3
46684,2
46685,37
46686,3
46687,41
46688,27
46689,3
46690,30
46691,56
46692,32
46693,5
46694,52
46695,1
46696,16
46697,3
46698,2
46699,31
46700,2
46701,31
46702,1
46703,30
46704,6
46705,4
46706,19
46707,2
46708,1
46709,38
46710,2
46711,36
46712,7
46713,1
46714,26
46715,2
46716,45
46717,3
46718,34
46719,1
46720,30
46721,2
46722,3
46723,37
46724,2
46725,59
46726,42
46727,4
46728,1
46729,45
46730,14
46731,38
46732,2
46733,48
46734,1
46735,43
46736,37
46737,3
46738,46
46739,43
46740,4
46741,37
46742,5
46743,40
46744,1
46745,46
46746,31
46747,1
46748,29
46749,1
46750,25
46751,27
46752,2
46753,42
46754,1
46755,34
46756,1
46757,37
46758,4
46759,35
46760,24
46761,1
46762,2
46763,26
46764,2
46765,28
46766,2
46767,26
46768,4
46769,41
46770,45
46771,43
46772,46
46773,1
46774,37
46775,49
46776,1
46777,25
46778,2
46779,44
46780,7
46781,4
46782,48
46783,1
46784,36
46785,4
46786,38
46787,1
46788,51
46789,3
46790,1
46791,47
46792,48
46793,1
46794,42
46795,2
46796,34
46797,1
46798,36
46799,3
46800,2
46801,32
46802,1
46803,2
46804,23
46805,27
46806,4
46807,46
46808,11
46809,5
46810,31
46811,2
46812,16
46813,2
46814,29
46815,7
46816,17
46817,28
46818,31
46819,2
46820,42
46821,1
46822,3
46823,56
46824,2
46825,42
46826,6
46827,4
46828,42
46829,2
46830,29
46831,53
46832,2
46833,50
46834,2
46835,44
46836,45
46837,2
46838,41
46839,52
46840,2
46841,2
46842,55
46843,1
46844,11
46845,3
46846,43
46847,3
46848,33
46849,29
46850,2
46851,1
46852,41
46853,9
46854,2
46855,33
46856,47
46857,37
46858,1
46859,50
46860,33
46861,5
46862,44
46863,1
46864,23
46865,5
46866,45
46867,2
46868,48
46869,21
46870,2
46871,27
46872,44
46873,1
46874,32
46875,35
46876,1
46877,26
46878,30
46879,2
46880,27
46881,52
46882,37
46883,42
46884,46
46885,5
46886,16
46887,3
46888,3
46889,46
46890,2
46891,43
46892,43
46893,5
46894,46
46895,1
46896,1
46897,48
46898,6
46899,42
46900,1
46901,4
46902,36
46903,1
46904,48
46905,44
46906,4
46907,1
46908,43
46909,2
46910,48
46911,45
46912,2
46913,34
46914,43
46915,5
46916,19
46917,24
46918,1
46919,53
46920,3
46921,33
46922,30
46923,3
46924,33
46925,1
46926,24
46927,28
46928,21
46929,36
46930,4
46931,20
46932,33
46933,2
46934,37
46935,2
46936,27
46937,1
46938,9
46939,33
46940,49
46941,50
46942,2
46943,55
46944,2
46945,39
46946,37
46947,5
46948,27
46949,3
46950,45
46951,4
46952,46
46953,1
46954,4
46955,42
46956,1
46957,3
46958,29
46959,2
46960,2
46961,34
46962,2
46963,27
46964,10
46965,37
46966,5
46967,34
46968,30
46969,1
46970,50
46971,30
46972,3
46973,23
46974,5
46975,21
46976,3
46977,30
46978,3
46979,37
46980,27
46981,25
46982,25
46983,1
46984,5
46985,19
46986,2
46987,2
46988,39
46989,1
46990,44
46991,1
46992,43
46993,4
46994,13
46995,29
46996,28
46997,3
46998,5
46999,58
47000,29
47001,28
47002,2
47003,26
47004,58
47005,1
47006,31
47007,1
47008,2
47009,43
47010,1
47011,40
47012,32
47013,2
47014,22
47015,52
47016,2
47017,51
47018,7
47019,2
47020,2
47021,38
47022,37
47023,3
47024,43
47025,1
47026,41
47027,4
47028,1
47029,43
47030,39
47031,5
47032,20
47033,1
47034,1
47035,29
47036,29
47037,2
47038,35
47039,32
47040,2
47041,2
47042,26
47043,2
47044,25
47045,1
47046,33
47047,1
47048,27
47049,1
47050,17
47051,2
47052,3
47053,41
47054,47
47055,1
47056,1
47057,43
47058,27
47059,3
47060,21
47061,49
47062,4
47063,45
47064,1
47065,31
47066,3
47067,32
47068,54
47069,46
47070,1
47071,1
47072,54
47073,36
47074,28
47075,1
47076,23
47077,4
47078,25
47079,4
47080,44
47081,2
47082,25
47083,40
47084,34
47085,2
47086,3
47087,34
47088,2
47089,47
47090,49
47091,1
47092,29
47093,30
47094,3
47095,39
47096,1
47097,31
47098,40
47099,37
47100,1
47101,25
47102,1
47103,55
47104,34
47105,3
47106,2
47107,34
47108,2
47109,40
47110,2
47111,1
47112,30
47113,26
47114,48
47115,1
47116,46
47117,3
47118,58
47119,1
47120,30
47121,2
47122,29
47123,45
47124,1
47125,1
47126,4
47127,1
47128,32
47129,55
47130,2
47131,35
47132,3
47133,1
47134,36
47135,54
47136,2
47137,36
47138,25
47139,2
47140,29
47141,4
47142,31
47143,23
47144,2
47145,6
47146,44
47147,1
47148,51
47149,1
47150,30
47151,25
47152,44
47153,1
47154,41
47155,27
47156,5
47157,35
47158,2
47159,22
47160,46
47161,32
47162,1
47163,2
47164,27
47165,29
47166,4
47167,21
47168,51
47169,38
47170,1
47171,1
47172,33
47173,23
47174,7
47175,23
47176,2
47177,31
47178,48
47179,49
47180,4
47181,4
47182,1
47183,42
47184,1
47185,30
47186,3
47187,31
47188,60
47189,4
47190,3
47191,36
47192,46
47193,37
47194,23
47195,1
47196,1
47197,44
47198,2
47199,45
47200,32
47201,32
47202,48
47203,1
47204,22
47205,39
47206,1
47207,20
47208,8
47209,39
47210,1
47211,22
47212,1
47213,30
47214,20
47215,35
47216,1
47217,23
47218,24
47219,1
47220,22
47221,2
47222,26
47223,1
47224,1
47225,29
47226,44
47227,3
47228,33
47229,27
47230,33
47231,2
47232,1
47233,27
47234,2
47235,2
47236,31
47237,1
47238,32
47239,1
47240,1
47241,31
47242,25
47243,1
47244,29
47245,1
47246,44
47247,1
47248,39
47249,4
47250,3
47251,1
47252,24
47253,2
47254,45
47255,1
47256,46
47257,1
47258,32
47259,35
47260,2
47261,21
47262,4
47263,35
47264,24
47265,1
47266,1
47267,37
47268,36
47269,31
47270,6
47271,23
47272,2
47273,33
47274,28
47275,40
47276,34
47277,1
47278,1
47279,31
47280,1
47281,47
47282,43
47283,1
47284,47
47285,37
47286,8
47287,1
47288,35
47289,4
47290,34
47291,2
47292,3
47293,51
47294,52
47295,38
47296,2
47297,37
47298,1
47299,47
47300,2
47301,33
47302,3
47303,34
47304,9
47305,1
47306,48
47307,28
47308,1
47309,47
47310,41
47311,3
47312,42
47313,1
47314,41
47315,2
47316,2
47317,38
47318,3
47319,26
47320,4
47321,37
47322,2
47323,31
47324,17
47325,1
47326,28
47327,1
47328,23
47329,30
47330,31
47331,26
47332,5
47333,42
47334,5
47335,24
47336,1
47337,46
47338,40
47339,2
47340,49
47341,21
47342,1
47343,37
47344,29
47345,48
47346,5
47347,24
47348,2
47349,3
47350,40
47351,35
47352,1
47353,3
47354,41
47355,1
47356,37
47357,2
47358,45
47359,2
47360,43
47361,1
47362,1
47363,31
47364,3
47365,33
47366,33
47367,2
47368,37
47369,1
47370,26
47371,1
47372,2
47373,29
47374,35
47375,35
47376,2
47377,34
47378,2
47379,29
47380,2
47381,24
47382,1
47383,3
47384,31
47385,1
47386,29
47387,20
47388,38
47389,2
47390,37
47391,1
47392,30
47393,1
47394,2
47395,37
47396,39
47397,4
47398,42
47399,1
47400,25
47401,8
47402,27
47403,3
47404,42
47405,2
47406,30
47407,36
47408,2
47409,1
47410,30
47411,3
47412,30
47413,1
47414,38
47415,1
47416,41
47417,2
47418,35
47419,1
47420,24
47421,1
47422,30
47423,1
47424,29
47425,37
47426,1
47427,30
47428,34
47429,1
47430,23
47431,3
