,station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
8485,18,2013-03-07,73.0,44.0,59.0,24.0,44.0,6.0,0.0,648.0,1828.0,moderate,0.0,0.0,29.63,30.17,11.4,15.0,11.9
8486,19,2013-03-07,35.0,24.0,30.0,21.0,27.0,35.0,0.0,618.0,1748.0,moderate,0.0,0.0,29.64,30.39,3.2,2.0,5.8
8489,2,2013-03-08,38.0,27.0,33.0,24.0,29.0,32.0,0.0,612.0,1745.0,SN FG+ FZFG BR,14.9,1.27,28.88,30.02,15.6,2.0,15.8
8490,3,2013-03-08,59.0,48.0,54.0,35.0,45.0,11.0,0.0,645.0,1824.0,FU,0.0,0.0,29.34,30.09,13.9,15.0,14.1
8491,4,2013-03-08,67.0,57.0,62.0,55.0,58.0,3.0,0.0,649.0,1834.0,RA BR,0.0,0.16,29.36,30.08,5.5,14.0,6.3
8493,6,2013-03-08,68.0,57.0,63.0,56.0,58.0,2.0,0.0,649.0,1834.0,RA DZ BR,0.0,0.05,29.53,30.08,7.6,14.0,8.4
8498,11,2013-03-08,68.0,35.0,52.0,40.0,45.0,13.0,0.0,645.0,1830.0,BR HZ FU,0.0,0.0,30.17,30.22,2.2,7.0,3.2
8501,14,2013-03-08,63.0,51.0,57.0,44.0,50.0,8.0,0.0,651.0,1831.0,BR HZ,0.0,0.0,28.61,30.01,17.7,15.0,17.8
8502,15,2013-03-08,46.0,29.0,38.0,23.0,31.0,27.0,0.0,611.0,1743.0,SN FG+ FZFG BR,1.8,0.21,29.68,30.09,9.0,35.0,10.0
8505,18,2013-03-08,65.0,55.0,60.0,48.0,54.0,5.0,0.0,647.0,1829.0,RA BR HZ,0.0,0.01,29.55,30.09,13.5,15.0,13.8
8506,19,2013-03-08,36.0,18.0,27.0,23.0,27.0,38.0,0.0,616.0,1749.0,moderate,0.0,0.0,29.65,30.44,5.6,15.0,6.3
8509,2,2013-03-09,50.0,30.0,40.0,18.0,31.0,25.0,0.0,610.0,1747.0,moderate,0.0,0.0,29.1,30.24,8.3,3.0,9.2
8510,3,2013-03-09,63.0,55.0,59.0,48.0,53.0,6.0,0.0,643.0,1824.0,TSRA RA BR,0.0,0.26,29.02,29.77,14.2,16.0,14.5
8511,4,2013-03-09,73.0,62.0,68.0,61.0,64.0,0.0,3.0,648.0,1835.0,TSRA RA BR,0.0,0.02,29.1,29.81,9.7,16.0,10.5
8518,11,2013-03-09,67.0,36.0,52.0,43.0,47.0,13.0,0.0,644.0,1831.0,BR,0.0,0.0,30.21,30.25,4.5,7.0,5.1
8521,14,2013-03-09,62.0,47.0,55.0,52.0,54.0,10.0,0.0,650.0,1832.0,TSRA RA BR,0.0,0.31,28.35,29.73,12.5,16.0,12.9
8522,15,2013-03-09,55.0,15.0,35.0,18.0,29.0,30.0,0.0,609.0,1745.0,moderate,0.0,0.0,29.86,30.26,1.8,1.0,3.5
8525,18,2013-03-09,71.0,60.0,66.0,58.0,61.0,0.0,1.0,646.0,1830.0,TSRA RA BR HZ,0.0,1.79,29.26,29.8,12.3,17.0,14.3
8526,19,2013-03-09,39.0,31.0,35.0,29.0,33.0,30.0,0.0,614.0,1750.0,RA BR HZ,0.0,0.03,29.26,30.09,9.6,16.0,9.8
8529,2,2013-03-10,44.0,29.0,37.0,27.0,32.0,28.0,0.0,608.0,1748.0,moderate,0.0,0.0,29.22,30.34,2.7,11.0,7.2
8531,4,2013-03-10,67.0,46.0,57.0,39.0,50.0,8.0,0.0,647.0,1835.0,TSRA RA BR,0.0,0.85,29.27,29.94,7.2,34.0,7.8
8533,6,2013-03-10,67.0,42.0,55.0,41.0,50.0,10.0,0.0,647.0,1835.0,TSRA BR,0.0,1.01,29.43,29.92,10.7,34.0,11.2
8538,11,2013-03-10,75.0,42.0,59.0,50.0,54.0,6.0,0.0,643.0,1831.0,moderate,0.0,0.0,30.14,30.18,6.5,11.0,6.5
8542,15,2013-03-10,43.0,18.0,31.0,25.0,29.0,34.0,0.0,607.0,1746.0,moderate,0.0,0.0,29.98,30.35,2.2,17.0,3.0
8545,18,2013-03-10,61.0,42.0,52.0,36.0,45.0,13.0,0.0,644.0,1831.0,RA BR,0.0,0.14,29.42,29.93,12.6,31.0,13.0
8549,2,2013-03-11,47.0,31.0,39.0,33.0,36.0,26.0,0.0,607.0,1749.0,BR,0.0,0.0,29.1,30.21,11.0,21.0,11.2
8550,3,2013-03-11,53.0,27.0,40.0,22.0,34.0,25.0,0.0,640.0,1826.0,moderate,0.0,0.0,29.28,30.01,7.7,30.0,8.2
8551,4,2013-03-11,69.0,38.0,54.0,27.0,43.0,11.0,0.0,646.0,1836.0,moderate,0.0,0.0,29.39,30.09,3.5,33.0,4.6
8553,6,2013-03-11,68.0,37.0,53.0,28.0,42.0,12.0,0.0,646.0,1836.0,moderate,0.0,0.0,29.55,30.08,4.7,32.0,5.8
8558,11,2013-03-11,77.0,49.0,63.0,55.0,59.0,2.0,0.0,642.0,1832.0,moderate,0.0,0.01,29.99,30.01,8.1,15.0,8.4
8561,14,2013-03-11,55.0,28.0,42.0,22.0,34.0,23.0,0.0,647.0,1833.0,moderate,0.0,0.0,28.63,30.02,6.2,32.0,9.0
8562,15,2013-03-11,48.0,30.0,39.0,31.0,36.0,26.0,0.0,606.0,1747.0,moderate,0.0,0.0,29.83,30.19,5.4,16.0,5.8
8565,18,2013-03-11,61.0,35.0,48.0,25.0,39.0,17.0,0.0,643.0,1831.0,moderate,0.0,0.0,29.54,30.05,4.0,33.0,6.9
8571,4,2013-03-12,80.0,42.0,61.0,31.0,47.0,4.0,0.0,645.0,1837.0,moderate,0.0,0.0,29.45,30.13,2.4,18.0,4.2
8573,6,2013-03-12,78.0,31.0,55.0,31.0,44.0,10.0,0.0,644.0,1836.0,moderate,0.0,0.0,29.62,30.13,5.4,19.0,7.2
8578,11,2013-03-12,68.0,49.0,59.0,55.0,58.0,6.0,0.0,641.0,1833.0,RA DZ BR,0.0,0.03,29.86,29.92,4.7,24.0,8.6
8581,14,2013-03-12,60.0,36.0,48.0,28.0,40.0,17.0,0.0,646.0,1834.0,moderate,0.0,0.0,28.85,30.22,5.8,1.0,7.3
8582,15,2013-03-12,50.0,38.0,44.0,44.0,45.0,21.0,0.0,604.0,1748.0,RA FG BR,0.0,0.37,29.57,29.91,4.8,14.0,6.0
8585,18,2013-03-12,69.0,41.0,55.0,25.0,43.0,10.0,0.0,642.0,1832.0,moderate,0.0,0.0,29.67,30.17,4.0,10.0,5.7
8586,19,2013-03-12,34.0,25.0,30.0,23.0,27.0,35.0,0.0,609.0,1754.0,SN BR,1.0,0.01,29.14,29.88,9.7,28.0,10.2
8589,2,2013-03-13,46.0,32.0,39.0,24.0,33.0,26.0,0.0,603.0,1751.0,moderate,0.0,0.0,28.66,29.76,11.3,29.0,11.6
8590,3,2013-03-13,56.0,27.0,42.0,23.0,35.0,23.0,0.0,638.0,1828.0,moderate,0.0,0.0,29.65,30.39,2.7,10.0,5.0
8591,4,2013-03-13,77.0,48.0,63.0,34.0,49.0,2.0,0.0,644.0,1837.0,moderate,0.0,0.0,29.65,30.33,1.6,13.0,5.1
8593,6,2013-03-13,76.0,37.0,57.0,36.0,47.0,8.0,0.0,643.0,1837.0,moderate,0.0,0.0,29.81,30.33,2.8,14.0,6.6
8598,11,2013-03-13,70.0,47.0,59.0,33.0,46.0,6.0,0.0,639.0,1833.0,moderate,0.0,0.0,30.07,30.13,9.2,31.0,10.2
8601,14,2013-03-13,63.0,32.0,48.0,29.0,40.0,17.0,0.0,644.0,1835.0,moderate,0.0,0.0,28.95,30.35,5.3,15.0,7.2
8602,15,2013-03-13,48.0,24.0,36.0,28.0,35.0,29.0,0.0,602.0,1749.0,moderate,0.0,0.0,29.36,29.75,7.7,30.0,8.1
8605,18,2013-03-13,71.0,43.0,57.0,32.0,46.0,8.0,0.0,641.0,1833.0,moderate,0.0,0.0,29.83,30.35,4.1,13.0,4.8
8606,19,2013-03-13,32.0,21.0,27.0,10.0,22.0,38.0,0.0,608.0,1755.0,moderate,0.0,0.0,29.47,30.2,11.5,31.0,12.0
8610,3,2013-03-14,79.0,42.0,61.0,34.0,47.0,4.0,0.0,636.0,1829.0,moderate,0.0,0.0,29.42,30.18,9.7,18.0,10.2
8611,4,2013-03-14,79.0,50.0,65.0,45.0,55.0,0.0,0.0,642.0,1838.0,moderate,0.0,0.0,29.58,30.29,4.7,19.0,5.9
8613,6,2013-03-14,79.0,39.0,59.0,46.0,53.0,6.0,0.0,642.0,1838.0,moderate,0.0,0.0,29.75,30.29,8.0,19.0,8.4
8618,11,2013-03-14,62.0,37.0,50.0,29.0,40.0,15.0,0.0,638.0,1834.0,moderate,0.0,0.0,30.21,30.25,4.1,35.0,5.7
8621,14,2013-03-14,77.0,38.0,58.0,37.0,47.0,7.0,0.0,643.0,1836.0,moderate,0.0,0.0,28.78,30.19,10.2,19.0,10.8
8625,18,2013-03-14,78.0,49.0,64.0,39.0,52.0,1.0,0.0,639.0,1834.0,moderate,0.0,0.0,29.71,30.25,8.7,18.0,10.2
8626,19,2013-03-14,34.0,21.0,28.0,18.0,26.0,37.0,0.0,606.0,1756.0,BR,0.0,0.0,29.41,30.21,5.5,23.0,6.2
8630,3,2013-03-15,84.0,53.0,69.0,43.0,55.0,0.0,4.0,635.0,1830.0,moderate,0.0,0.0,29.13,29.87,11.7,19.0,12.4
8631,4,2013-03-15,83.0,52.0,68.0,46.0,56.0,0.0,3.0,641.0,1838.0,moderate,0.0,0.0,29.39,30.1,6.8,18.0,7.5
8633,6,2013-03-15,81.0,44.0,63.0,46.0,55.0,2.0,0.0,641.0,1838.0,BCFG HZ,0.0,0.0,29.55,30.11,10.5,19.0,10.9
8638,11,2013-03-15,73.0,34.0,54.0,34.0,44.0,11.0,0.0,637.0,1835.0,moderate,0.0,0.0,30.19,30.2,3.2,25.0,4.1
8641,14,2013-03-15,82.0,48.0,65.0,42.0,53.0,0.0,0.0,641.0,1837.0,moderate,0.0,0.0,28.5,29.9,13.2,19.0,13.8
8642,15,2013-03-15,39.0,16.0,28.0,12.0,23.0,37.0,0.0,559.0,1752.0,SN,0.2,0.01,29.36,29.74,6.9,28.0,9.7
8645,18,2013-03-15,83.0,57.0,70.0,45.0,56.0,0.0,5.0,638.0,1834.0,moderate,0.0,0.0,29.47,30.03,12.2,19.0,12.5
8646,19,2013-03-15,38.0,29.0,34.0,28.0,30.0,31.0,0.0,604.0,1758.0,DZ SN BR HZ,0.7,0.05,29.14,29.94,5.5,3.0,8.2
8650,3,2013-03-16,73.0,47.0,60.0,43.0,52.0,5.0,0.0,633.0,1831.0,moderate,0.0,0.0,29.08,29.79,5.7,3.0,12.1
8651,4,2013-03-16,86.0,59.0,73.0,55.0,61.0,0.0,8.0,640.0,1839.0,moderate,0.0,0.0,29.14,29.85,9.4,18.0,10.3
8653,6,2013-03-16,85.0,52.0,69.0,56.0,61.0,0.0,4.0,640.0,1839.0,BR,0.0,0.0,29.31,29.85,13.6,18.0,13.8
8658,11,2013-03-16,80.0,44.0,62.0,44.0,53.0,3.0,0.0,636.0,1835.0,moderate,0.0,0.0,30.06,30.09,9.5,24.0,9.8
8661,14,2013-03-16,79.0,50.0,65.0,44.0,53.0,0.0,0.0,640.0,1838.0,moderate,0.0,0.0,28.38,29.74,2.7,10.0,12.5
8662,15,2013-03-16,35.0,23.0,29.0,12.0,24.0,36.0,0.0,557.0,1753.0,moderate,0.0,0.0,29.41,29.81,6.6,32.0,7.2
8665,18,2013-03-16,83.0,59.0,71.0,53.0,60.0,0.0,6.0,637.0,1835.0,moderate,0.0,0.0,29.24,29.78,16.8,18.0,17.0
8666,19,2013-03-16,30.0,25.0,28.0,22.0,26.0,37.0,0.0,602.0,1759.0,SN BR,0.2,0.02,29.26,30.0,8.1,2.0,10.3
8669,2,2013-03-17,33.0,21.0,27.0,6.0,21.0,38.0,0.0,557.0,1756.0,moderate,0.0,0.0,28.9,30.07,10.8,31.0,11.2
8671,4,2013-03-17,84.0,66.0,75.0,59.0,64.0,0.0,10.0,639.0,1840.0,moderate,0.0,0.0,29.03,29.72,5.2,18.0,7.0
8673,6,2013-03-17,84.0,64.0,74.0,61.0,65.0,0.0,9.0,638.0,1839.0,moderate,0.0,0.0,29.2,29.72,10.0,18.0,10.4
8678,11,2013-03-17,78.0,43.0,61.0,46.0,54.0,4.0,0.0,635.0,1836.0,moderate,0.0,0.0,30.02,30.06,4.3,21.0,5.1
8681,14,2013-03-17,50.0,38.0,44.0,36.0,40.0,21.0,0.0,639.0,1839.0,BR,0.0,0.0,28.38,29.77,9.5,1.0,11.0
8682,15,2013-03-17,34.0,13.0,24.0,6.0,20.0,41.0,0.0,555.0,1754.0,moderate,0.0,0.0,29.65,30.09,8.6,32.0,9.0
8685,18,2013-03-17,73.0,59.0,66.0,53.0,59.0,0.0,1.0,635.0,1836.0,moderate,0.0,0.01,29.19,29.71,4.4,22.0,9.1
8686,19,2013-03-17,30.0,22.0,26.0,18.0,24.0,39.0,0.0,601.0,1760.0,moderate,0.0,0.0,29.39,30.17,10.1,7.0,13.4
8689,2,2013-03-18,34.0,16.0,25.0,4.0,20.0,40.0,0.0,555.0,1757.0,SN BR,0.2,0.02,29.2,30.33,2.4,7.0,6.4
8690,3,2013-03-18,62.0,38.0,50.0,33.0,42.0,15.0,0.0,630.0,1832.0,RA,0.0,0.01,29.21,29.92,8.2,35.0,8.9
8691,4,2013-03-18,90.0,62.0,76.0,52.0,62.0,0.0,11.0,638.0,1840.0,BR HZ,0.0,0.0,29.15,29.8,2.5,36.0,6.9
8693,6,2013-03-18,90.0,60.0,75.0,54.0,63.0,0.0,10.0,637.0,1840.0,BR HZ,0.0,0.0,29.3,29.79,4.2,2.0,9.8
8698,11,2013-03-18,81.0,59.0,70.0,58.0,62.0,0.0,5.0,633.0,1837.0,RA,0.0,0.0,29.95,29.98,4.2,22.0,6.4
8701,14,2013-03-18,62.0,38.0,50.0,31.0,42.0,15.0,0.0,637.0,1839.0,BR HZ,0.0,0.0,28.56,29.92,11.2,1.0,12.4
8710,3,2013-03-19,60.0,32.0,46.0,27.0,39.0,19.0,0.0,629.0,1833.0,moderate,0.0,0.0,29.44,30.13,5.4,4.0,7.6
8713,6,2013-03-19,83.0,44.0,64.0,53.0,58.0,1.0,0.0,636.0,1841.0,RA,0.0,0.08,29.42,29.91,2.8,5.0,7.6
8721,14,2013-03-19,61.0,37.0,49.0,29.0,41.0,16.0,0.0,636.0,1840.0,moderate,0.0,0.0,28.73,30.08,4.9,11.0,8.1
8722,15,2013-03-19,32.0,23.0,28.0,26.0,28.0,37.0,0.0,552.0,1757.0,SN FG+ FZFG BR,11.0,0.85,29.54,29.89,5.5,5.0,7.6
8725,18,2013-03-19,70.0,49.0,60.0,35.0,48.0,5.0,0.0,633.0,1837.0,moderate,0.0,0.0,29.52,30.01,8.7,8.0,9.5
8730,3,2013-03-20,52.0,29.0,41.0,24.0,35.0,24.0,0.0,628.0,1834.0,moderate,0.0,0.0,29.49,30.25,4.9,2.0,7.5
8731,4,2013-03-20,73.0,53.0,63.0,43.0,52.0,2.0,0.0,635.0,1842.0,TS TSRA RA BR VCTS,0.0,0.14,29.42,30.11,3.1,4.0,5.6
8733,6,2013-03-20,72.0,49.0,61.0,46.0,53.0,4.0,0.0,635.0,1841.0,TS TSRA BR,0.0,0.21,29.58,30.11,10.0,2.0,10.6
8738,11,2013-03-20,64.0,45.0,55.0,48.0,51.0,10.0,0.0,631.0,1838.0,RA,0.0,0.2,29.91,29.95,4.7,3.0,5.6
8741,14,2013-03-20,58.0,33.0,46.0,28.0,39.0,19.0,0.0,634.0,1841.0,moderate,0.0,0.0,28.78,30.2,3.7,6.0,7.5
8742,15,2013-03-20,36.0,22.0,29.0,18.0,25.0,36.0,0.0,550.0,1758.0,moderate,0.2,0.01,29.33,29.72,8.2,25.0,9.0
8745,18,2013-03-20,70.0,49.0,60.0,29.0,46.0,5.0,0.0,631.0,1838.0,moderate,0.0,0.0,29.63,30.16,5.6,5.0,7.2
8746,19,2013-03-20,21.0,12.0,17.0,2.0,14.0,48.0,0.0,555.0,1802.0,moderate,0.0,0.0,29.26,30.03,14.4,29.0,14.6
8750,3,2013-03-21,42.0,36.0,39.0,28.0,35.0,26.0,0.0,626.0,1835.0,RA,0.0,0.06,29.11,29.88,11.4,10.0,11.8
8751,4,2013-03-21,80.0,54.0,67.0,52.0,58.0,0.0,2.0,634.0,1842.0,moderate,0.0,0.0,29.05,29.78,7.7,18.0,7.9
8753,6,2013-03-21,76.0,48.0,62.0,54.0,58.0,3.0,0.0,634.0,1842.0,moderate,0.0,0.0,29.21,29.78,11.5,18.0,11.7
8758,11,2013-03-21,68.0,38.0,53.0,30.0,43.0,12.0,0.0,630.0,1839.0,moderate,0.0,0.0,29.87,29.92,6.3,30.0,6.9
8762,15,2013-03-21,40.0,11.0,26.0,13.0,23.0,39.0,0.0,548.0,1759.0,moderate,0.0,0.0,29.33,29.69,1.3,24.0,2.2
8766,19,2013-03-21,30.0,13.0,22.0,8.0,18.0,43.0,0.0,554.0,1804.0,moderate,0.0,0.0,29.26,30.04,9.4,30.0,9.6
8771,4,2013-03-22,85.0,55.0,70.0,58.0,63.0,0.0,5.0,633.0,1843.0,BR,0.0,0.0,29.0,29.69,1.2,15.0,5.8
8778,11,2013-03-22,66.0,41.0,54.0,37.0,46.0,11.0,0.0,628.0,1839.0,moderate,0.0,0.0,29.98,30.02,4.6,6.0,5.5
8782,15,2013-03-22,38.0,16.0,27.0,17.0,25.0,38.0,0.0,546.0,1800.0,moderate,0.0,0.0,29.26,29.66,6.2,29.0,6.6
8785,18,2013-03-22,68.0,48.0,58.0,46.0,50.0,7.0,0.0,629.0,1839.0,HZ,0.0,0.0,29.24,29.75,3.9,3.0,10.1
8786,19,2013-03-22,33.0,18.0,26.0,14.0,23.0,39.0,0.0,552.0,1805.0,moderate,0.0,0.0,29.29,30.06,1.4,34.0,4.8
8789,2,2013-03-23,37.0,24.0,31.0,17.0,26.0,34.0,0.0,546.0,1803.0,moderate,0.0,0.0,28.61,29.73,14.6,28.0,15.3
8790,3,2013-03-23,43.0,37.0,40.0,39.0,40.0,25.0,0.0,623.0,1837.0,RA DZ BR,0.0,0.07,29.09,29.83,7.4,2.0,9.2
8793,6,2013-03-23,76.0,52.0,64.0,53.0,56.0,1.0,0.0,631.0,1843.0,RA DZ BR,0.0,0.02,29.16,29.69,8.1,2.0,8.5
8798,11,2013-03-23,70.0,49.0,60.0,57.0,58.0,5.0,0.0,627.0,1840.0,TSRA RA BR,0.0,2.31,29.88,29.89,2.0,10.0,5.5
8802,15,2013-03-23,39.0,18.0,29.0,18.0,27.0,36.0,0.0,544.0,1801.0,moderate,0.0,0.0,29.3,29.69,12.3,29.0,12.7
8805,18,2013-03-23,55.0,48.0,52.0,47.0,49.0,13.0,0.0,628.0,1840.0,TS TSRA RA DZ BR,0.0,0.14,29.25,29.75,5.2,36.0,7.7
8806,19,2013-03-23,35.0,23.0,29.0,21.0,27.0,36.0,0.0,550.0,1806.0,moderate,0.0,0.0,29.33,30.11,5.9,4.0,7.1
8809,2,2013-03-24,43.0,27.0,35.0,19.0,29.0,30.0,0.0,544.0,1804.0,moderate,0.0,0.0,28.67,29.78,6.5,32.0,8.7
8811,4,2013-03-24,61.0,43.0,52.0,25.0,41.0,13.0,0.0,630.0,1844.0,BR,0.0,0.0,29.39,30.08,9.9,35.0,9.2
8813,6,2013-03-24,61.0,37.0,49.0,30.0,42.0,16.0,0.0,630.0,1844.0,BR,0.0,0.0,29.56,30.06,16.5,35.0,16.8
8818,11,2013-03-24,85.0,61.0,73.0,64.0,67.0,0.0,8.0,626.0,1841.0,TSRA BR,0.0,0.46,29.59,29.61,11.1,22.0,12.4
8822,15,2013-03-24,43.0,25.0,34.0,22.0,30.0,31.0,0.0,543.0,1803.0,moderate,0.0,0.0,29.41,29.78,9.1,31.0,9.3
8830,3,2013-03-25,41.0,25.0,33.0,20.0,29.0,32.0,0.0,620.0,1839.0,moderate,0.0,0.0,29.59,30.29,12.7,32.0,12.9
8831,4,2013-03-25,61.0,38.0,50.0,20.0,38.0,15.0,0.0,629.0,1845.0,moderate,0.0,0.0,29.62,30.3,4.1,2.0,6.2
8833,6,2013-03-25,59.0,33.0,46.0,23.0,38.0,19.0,0.0,629.0,1844.0,moderate,0.0,0.0,29.79,30.29,9.2,3.0,9.7
8838,11,2013-03-25,67.0,46.0,57.0,33.0,46.0,8.0,0.0,625.0,1841.0,moderate,0.0,0.0,29.78,29.87,14.4,29.0,14.8
8841,14,2013-03-25,45.0,28.0,37.0,16.0,29.0,28.0,0.0,627.0,1845.0,moderate,0.0,0.0,28.94,30.32,15.5,34.0,16.0
8842,15,2013-03-25,43.0,22.0,33.0,24.0,30.0,32.0,0.0,541.0,1804.0,moderate,0.0,0.0,29.3,29.66,4.7,5.0,5.5
8845,18,2013-03-25,56.0,34.0,45.0,18.0,35.0,20.0,0.0,625.0,1842.0,moderate,0.0,0.0,29.82,30.32,9.8,35.0,10.4
8850,3,2013-03-26,51.0,22.0,37.0,21.0,31.0,28.0,0.0,619.0,1839.0,moderate,0.0,0.0,29.62,30.37,0.5,32.0,5.1
8851,4,2013-03-26,66.0,34.0,50.0,19.0,39.0,15.0,0.0,628.0,1845.0,moderate,0.0,0.0,29.67,30.39,1.9,13.0,3.2
8853,6,2013-03-26,64.0,26.0,45.0,23.0,37.0,20.0,0.0,628.0,1845.0,moderate,0.0,0.0,29.84,30.39,1.5,9.0,3.5
8858,11,2013-03-26,55.0,36.0,46.0,27.0,38.0,19.0,0.0,624.0,1842.0,moderate,0.0,0.0,30.09,30.15,9.9,30.0,10.3
8861,14,2013-03-26,55.0,18.0,37.0,18.0,31.0,28.0,0.0,626.0,1846.0,moderate,0.0,0.0,28.91,30.35,3.6,16.0,6.3
8862,15,2013-03-26,49.0,28.0,39.0,22.0,33.0,26.0,0.0,539.0,1805.0,moderate,0.0,0.0,29.28,29.68,6.2,33.0,7.3
8865,18,2013-03-26,59.0,34.0,47.0,19.0,36.0,18.0,0.0,624.0,1842.0,moderate,0.0,0.0,29.85,30.39,2.1,11.0,3.4
8869,2,2013-03-27,48.0,30.0,39.0,22.0,32.0,26.0,0.0,539.0,1807.0,SN,0.0,0.0,28.69,29.81,12.5,30.0,13.1
8870,3,2013-03-27,67.0,32.0,50.0,27.0,40.0,15.0,0.0,617.0,1840.0,moderate,0.0,0.0,29.43,30.18,13.1,16.0,13.6
8871,4,2013-03-27,71.0,40.0,56.0,36.0,47.0,9.0,0.0,627.0,1846.0,moderate,0.0,0.0,29.52,30.25,6.3,17.0,6.8
8873,6,2013-03-27,71.0,30.0,51.0,38.0,46.0,14.0,0.0,626.0,1846.0,moderate,0.0,0.0,29.69,30.25,9.3,18.0,9.4
8878,11,2013-03-27,60.0,34.0,47.0,30.0,39.0,18.0,0.0,622.0,1842.0,moderate,0.0,0.0,30.23,30.27,4.5,31.0,5.3
8881,14,2013-03-27,70.0,39.0,55.0,30.0,43.0,10.0,0.0,624.0,1847.0,moderate,0.0,0.0,28.71,30.12,17.9,17.0,18.4
8885,18,2013-03-27,72.0,42.0,57.0,31.0,46.0,8.0,0.0,622.0,1843.0,moderate,0.0,0.0,29.67,30.21,14.2,17.0,14.9
8886,19,2013-03-27,44.0,33.0,39.0,20.0,31.0,26.0,0.0,543.0,1811.0,moderate,0.0,0.0,29.52,30.29,6.9,30.0,7.7
8890,3,2013-03-28,73.0,45.0,59.0,42.0,51.0,6.0,0.0,616.0,1841.0,moderate,0.0,0.0,29.38,30.12,10.8,16.0,11.2
8891,4,2013-03-28,76.0,55.0,66.0,53.0,58.0,0.0,1.0,625.0,1847.0,moderate,0.0,0.0,29.46,30.16,5.4,16.0,7.1
8893,6,2013-03-28,75.0,51.0,63.0,52.0,57.0,2.0,0.0,625.0,1846.0,moderate,0.0,0.0,29.62,30.16,10.0,16.0,10.4
8898,11,2013-03-28,67.0,35.0,51.0,34.0,43.0,14.0,0.0,621.0,1843.0,moderate,0.0,0.0,30.23,30.27,2.9,35.0,3.9
8901,14,2013-03-28,74.0,47.0,61.0,46.0,52.0,4.0,0.0,623.0,1848.0,moderate,0.0,0.0,28.69,30.08,14.2,16.0,14.5
8905,18,2013-03-28,72.0,53.0,63.0,49.0,56.0,2.0,0.0,621.0,1844.0,moderate,0.0,0.0,29.62,30.15,13.8,16.0,13.9
8906,19,2013-03-28,45.0,29.0,37.0,22.0,32.0,28.0,0.0,541.0,1812.0,moderate,0.0,0.0,29.55,30.32,0.8,12.0,4.8
8909,2,2013-03-29,52.0,35.0,44.0,28.0,37.0,21.0,0.0,536.0,1810.0,moderate,0.0,0.0,28.92,30.03,11.6,30.0,12.1
8910,3,2013-03-29,71.0,51.0,61.0,53.0,56.0,4.0,0.0,614.0,1842.0,TS TSRA RA,0.0,0.07,29.36,30.08,6.8,12.0,7.3
8911,4,2013-03-29,80.0,60.0,70.0,55.0,61.0,0.0,5.0,624.0,1847.0,BR,0.0,0.0,29.41,30.11,6.4,17.0,7.4
8913,6,2013-03-29,80.0,51.0,66.0,56.0,60.0,0.0,1.0,624.0,1847.0,BR,0.0,0.0,29.58,30.11,9.3,17.0,9.7
8918,11,2013-03-29,73.0,38.0,56.0,38.0,47.0,9.0,0.0,620.0,1844.0,moderate,0.0,0.0,30.24,30.28,0.4,5.0,4.0
8921,14,2013-03-29,75.0,54.0,65.0,55.0,58.0,0.0,0.0,622.0,1848.0,TS RA BR,0.0,0.27,28.66,30.04,11.2,15.0,11.8
8922,15,2013-03-29,55.0,29.0,42.0,30.0,37.0,23.0,0.0,534.0,1809.0,moderate,0.0,0.0,29.64,30.02,5.2,32.0,5.7
8926,19,2013-03-29,49.0,29.0,39.0,21.0,32.0,26.0,0.0,539.0,1813.0,moderate,0.0,0.0,29.52,30.3,1.8,2.0,4.9
8930,3,2013-03-30,75.0,54.0,65.0,56.0,59.0,0.0,0.0,613.0,1843.0,TS RA,0.0,0.3,29.18,29.92,6.9,15.0,9.4
8931,4,2013-03-30,86.0,65.0,76.0,59.0,64.0,0.0,11.0,623.0,1848.0,moderate,0.0,0.0,29.28,29.98,4.3,19.0,6.5
8938,11,2013-03-30,77.0,41.0,59.0,41.0,50.0,6.0,0.0,619.0,1844.0,moderate,0.0,0.0,30.16,30.19,4.3,22.0,4.5
8941,14,2013-03-30,81.0,53.0,67.0,54.0,59.0,0.0,2.0,620.0,1849.0,TS BR,0.0,0.0,28.54,29.91,3.2,18.0,5.5
8942,15,2013-03-30,55.0,26.0,41.0,20.0,33.0,24.0,0.0,532.0,1810.0,moderate,0.0,0.0,29.67,30.06,3.6,31.0,4.4
8945,18,2013-03-30,78.0,57.0,68.0,58.0,62.0,0.0,3.0,618.0,1845.0,TSRA BR,0.0,1.04,29.43,29.96,7.2,17.0,8.9
8946,19,2013-03-30,57.0,28.0,43.0,30.0,39.0,22.0,0.0,538.0,1814.0,RA,0.0,0.01,29.22,30.03,8.4,20.0,9.1
8958,11,2013-03-31,80.0,51.0,66.0,50.0,57.0,0.0,1.0,617.0,1845.0,moderate,0.0,0.0,30.03,30.05,9.7,22.0,10.1
8962,15,2013-03-31,59.0,20.0,40.0,23.0,34.0,25.0,0.0,530.0,1811.0,RA BR,0.0,0.13,29.65,29.99,4.2,17.0,5.5
8965,18,2013-03-31,77.0,59.0,68.0,55.0,60.0,0.0,3.0,617.0,1846.0,RA,0.0,0.03,29.4,29.92,3.4,6.0,8.5
